REGION,TECHNOLOGY,MODE_OF_OPERATION,YEAR,VALUE
GLOBAL,LNDAGRPHLC01,30,2050,0.0
GLOBAL,LNDAGRPHLC01,30,2051,0.0
GLOBAL,LNDAGRPHLC01,30,2052,0.0
GLOBAL,LNDAGRPHLC01,30,2053,0.0
GLOBAL,LNDAGRPHLC02,26,2020,0.0
GLOBAL,LNDAGRPHLC02,26,2021,0.0
GLOBAL,LNDAGRPHLC02,26,2022,0.0
GLOBAL,LNDAGRPHLC02,26,2023,0.0
GLOBAL,LNDAGRPHLC02,26,2024,0.0
GLOBAL,LNDAGRPHLC02,26,2025,0.0
GLOBAL,LNDAGRPHLC02,26,2026,0.0
GLOBAL,LNDAGRPHLC02,26,2027,0.0
GLOBAL,LNDAGRPHLC02,26,2028,0.0
GLOBAL,LNDAGRPHLC02,26,2029,0.0
GLOBAL,LNDAGRPHLC02,26,2030,0.0
GLOBAL,LNDAGRPHLC02,26,2031,0.0
GLOBAL,LNDAGRPHLC02,26,2032,0.0
GLOBAL,LNDAGRPHLC02,26,2033,0.0
GLOBAL,LNDAGRPHLC02,26,2034,0.0
GLOBAL,LNDAGRPHLC02,26,2035,0.0
GLOBAL,LNDAGRPHLC02,26,2036,0.0
GLOBAL,LNDAGRPHLC02,26,2037,0.0
GLOBAL,LNDAGRPHLC02,26,2038,0.0
GLOBAL,LNDAGRPHLC02,26,2039,0.0
GLOBAL,LNDAGRPHLC02,26,2040,0.0
GLOBAL,LNDAGRPHLC02,26,2041,0.0
GLOBAL,LNDAGRPHLC02,26,2042,0.0
GLOBAL,LNDAGRPHLC02,26,2043,0.0
GLOBAL,LNDAGRPHLC02,26,2044,0.0
GLOBAL,LNDAGRPHLC02,26,2045,0.0
GLOBAL,LNDAGRPHLC02,26,2046,0.0
GLOBAL,LNDAGRPHLC02,26,2047,0.0
GLOBAL,LNDAGRPHLC02,26,2048,0.0
GLOBAL,LNDAGRPHLC02,26,2049,0.0
GLOBAL,LNDAGRPHLC02,26,2050,0.0
GLOBAL,LNDAGRPHLC02,26,2051,0.0
GLOBAL,LNDAGRPHLC02,26,2052,0.0
GLOBAL,LNDAGRPHLC02,26,2053,0.0
GLOBAL,LNDAGRPHLC02,30,2020,0.0433
GLOBAL,LNDAGRPHLC02,30,2021,0.0433
GLOBAL,LNDAGRPHLC02,30,2022,0.0433
GLOBAL,LNDAGRPHLC02,30,2023,0.0433
GLOBAL,LNDAGRPHLC02,30,2024,0.0433
GLOBAL,LNDAGRPHLC02,30,2025,0.0433
GLOBAL,LNDAGRPHLC02,30,2026,0.0433
GLOBAL,LNDAGRPHLC02,30,2027,0.0433
GLOBAL,LNDAGRPHLC02,30,2028,0.0433
GLOBAL,LNDAGRPHLC02,30,2029,0.0433
GLOBAL,LNDAGRPHLC02,30,2030,0.0433
GLOBAL,LNDAGRPHLC02,30,2031,0.0433
GLOBAL,LNDAGRPHLC02,30,2032,0.0433
GLOBAL,LNDAGRPHLC02,30,2033,0.0433
GLOBAL,LNDAGRPHLC02,30,2034,0.0433
GLOBAL,LNDAGRPHLC02,30,2035,0.0433
GLOBAL,LNDAGRPHLC02,30,2036,0.0433
GLOBAL,LNDAGRPHLC02,30,2037,0.0433
GLOBAL,LNDAGRPHLC02,30,2038,0.0433
GLOBAL,LNDAGRPHLC02,30,2039,0.0433
GLOBAL,LNDAGRPHLC02,30,2040,0.0433
GLOBAL,LNDAGRPHLC02,30,2041,0.0433
GLOBAL,LNDAGRPHLC02,30,2042,0.0433
GLOBAL,LNDAGRPHLC02,30,2043,0.0433
GLOBAL,LNDAGRPHLC02,30,2044,0.0433
GLOBAL,LNDAGRPHLC02,30,2045,0.0433
GLOBAL,LNDAGRPHLC02,30,2046,0.0433
GLOBAL,LNDAGRPHLC02,30,2047,0.0433
GLOBAL,LNDAGRPHLC02,30,2048,0.0433
GLOBAL,LNDAGRPHLC02,30,2049,0.0433
GLOBAL,LNDAGRPHLC02,30,2050,0.0433
GLOBAL,LNDAGRPHLC02,30,2051,0.0433
GLOBAL,LNDAGRPHLC02,30,2052,0.0433
GLOBAL,LNDAGRPHLC02,30,2053,0.0433
GLOBAL,LNDAGRPHLC03,26,2020,0.37439999999999996
GLOBAL,LNDAGRPHLC03,26,2021,0.37994102147965003
GLOBAL,LNDAGRPHLC03,26,2022,0.38548204295930016
GLOBAL,LNDAGRPHLC03,26,2023,0.39102306443895024
GLOBAL,LNDAGRPHLC03,26,2024,0.3965640859186003
GLOBAL,LNDAGRPHLC03,26,2025,0.40210510739825045
GLOBAL,LNDAGRPHLC03,26,2026,0.4072464127013806
GLOBAL,LNDAGRPHLC03,26,2027,0.41238771800451085
GLOBAL,LNDAGRPHLC03,26,2028,0.4175290233076411
GLOBAL,LNDAGRPHLC03,26,2029,0.42267032861077136
GLOBAL,LNDAGRPHLC03,26,2030,0.4278116339139016
GLOBAL,LNDAGRPHLC03,26,2031,0.43256610803136364
GLOBAL,LNDAGRPHLC03,26,2032,0.43732058214882563
GLOBAL,LNDAGRPHLC03,26,2033,0.4420750562662877
GLOBAL,LNDAGRPHLC03,26,2034,0.4468295303837498
GLOBAL,LNDAGRPHLC03,26,2035,0.45158400450121183
GLOBAL,LNDAGRPHLC03,26,2036,0.4558815367519432
GLOBAL,LNDAGRPHLC03,26,2037,0.4601790690026746
GLOBAL,LNDAGRPHLC03,26,2038,0.4644766012534059
GLOBAL,LNDAGRPHLC03,26,2039,0.46877413350413727
GLOBAL,LNDAGRPHLC03,26,2040,0.47307166575486864
GLOBAL,LNDAGRPHLC03,26,2041,0.4768941757233113
GLOBAL,LNDAGRPHLC03,26,2042,0.4807166856917539
GLOBAL,LNDAGRPHLC03,26,2043,0.48453919566019654
GLOBAL,LNDAGRPHLC03,26,2044,0.4883617056286392
GLOBAL,LNDAGRPHLC03,26,2045,0.4921842155970818
GLOBAL,LNDAGRPHLC03,26,2046,0.4954757201980162
GLOBAL,LNDAGRPHLC03,26,2047,0.4987672247989507
GLOBAL,LNDAGRPHLC03,26,2048,0.5020587293998853
GLOBAL,LNDAGRPHLC03,26,2049,0.5053502340008197
GLOBAL,LNDAGRPHLC03,26,2050,0.5086417386017541
GLOBAL,LNDAGRPHLC03,26,2051,0.5086417386017541
GLOBAL,LNDAGRPHLC03,26,2052,0.5086417386017541
GLOBAL,LNDAGRPHLC03,26,2053,0.5086417386017541
GLOBAL,LNDAGRPHLC03,30,2020,0.877
GLOBAL,LNDAGRPHLC03,30,2021,0.877
GLOBAL,LNDAGRPHLC03,30,2022,0.877
GLOBAL,LNDAGRPHLC03,30,2023,0.877
GLOBAL,LNDAGRPHLC03,30,2024,0.877
GLOBAL,LNDAGRPHLC03,30,2025,0.877
GLOBAL,LNDAGRPHLC03,30,2026,0.877
GLOBAL,LNDAGRPHLC03,30,2027,0.877
GLOBAL,LNDAGRPHLC03,30,2028,0.877
GLOBAL,LNDAGRPHLC03,30,2029,0.877
GLOBAL,LNDAGRPHLC03,30,2030,0.877
GLOBAL,LNDAGRPHLC03,30,2031,0.877
GLOBAL,LNDAGRPHLC03,30,2032,0.877
GLOBAL,LNDAGRPHLC03,30,2033,0.877
GLOBAL,LNDAGRPHLC03,30,2034,0.877
GLOBAL,LNDAGRPHLC03,30,2035,0.877
GLOBAL,LNDAGRPHLC03,30,2036,0.877
GLOBAL,LNDAGRPHLC03,30,2037,0.877
GLOBAL,LNDAGRPHLC03,30,2038,0.877
GLOBAL,LNDAGRPHLC03,30,2039,0.877
GLOBAL,LNDAGRPHLC03,30,2040,0.877
GLOBAL,LNDAGRPHLC03,30,2041,0.877
GLOBAL,LNDAGRPHLC03,30,2042,0.877
GLOBAL,LNDAGRPHLC03,30,2043,0.877
GLOBAL,LNDAGRPHLC03,30,2044,0.877
GLOBAL,LNDAGRPHLC03,30,2045,0.877
GLOBAL,LNDAGRPHLC03,30,2046,0.877
GLOBAL,LNDAGRPHLC03,30,2047,0.877
GLOBAL,LNDAGRPHLC03,30,2048,0.877
GLOBAL,LNDAGRPHLC03,30,2049,0.877
GLOBAL,LNDAGRPHLC03,30,2050,0.877
GLOBAL,LNDAGRPHLC03,30,2051,0.877
GLOBAL,LNDAGRPHLC03,30,2052,0.877
GLOBAL,LNDAGRPHLC03,30,2053,0.877
GLOBAL,LNDAGRPHLC04,26,2020,0.0
GLOBAL,LNDAGRPHLC04,26,2021,0.0
GLOBAL,LNDAGRPHLC04,26,2022,0.0
GLOBAL,LNDAGRPHLC04,26,2023,0.0
GLOBAL,LNDAGRPHLC04,26,2024,0.0
GLOBAL,LNDAGRPHLC04,26,2025,0.0
GLOBAL,LNDAGRPHLC04,26,2026,0.0
GLOBAL,LNDAGRPHLC04,26,2027,0.0
GLOBAL,LNDAGRPHLC04,26,2028,0.0
GLOBAL,LNDAGRPHLC04,26,2029,0.0
GLOBAL,LNDAGRPHLC04,26,2030,0.0
GLOBAL,LNDAGRPHLC04,26,2031,0.0
GLOBAL,LNDAGRPHLC04,26,2032,0.0
GLOBAL,LNDAGRPHLC04,26,2033,0.0
GLOBAL,LNDAGRPHLC04,26,2034,0.0
GLOBAL,LNDAGRPHLC04,26,2035,0.0
GLOBAL,LNDAGRPHLC04,26,2036,0.0
GLOBAL,LNDAGRPHLC04,26,2037,0.0
GLOBAL,LNDAGRPHLC04,26,2038,0.0
GLOBAL,LNDAGRPHLC04,26,2039,0.0
GLOBAL,LNDAGRPHLC04,26,2040,0.0
GLOBAL,LNDAGRPHLC04,26,2041,0.0
GLOBAL,LNDAGRPHLC04,26,2042,0.0
GLOBAL,LNDAGRPHLC04,26,2043,0.0
GLOBAL,LNDAGRPHLC04,26,2044,0.0
GLOBAL,LNDAGRPHLC04,26,2045,0.0
GLOBAL,LNDAGRPHLC04,26,2046,0.0
GLOBAL,LNDAGRPHLC04,26,2047,0.0
GLOBAL,LNDAGRPHLC04,26,2048,0.0
GLOBAL,LNDAGRPHLC04,26,2049,0.0
GLOBAL,LNDAGRPHLC04,26,2050,0.0
GLOBAL,LNDAGRPHLC04,26,2051,0.0
GLOBAL,LNDAGRPHLC04,26,2052,0.0
GLOBAL,LNDAGRPHLC04,26,2053,0.0
GLOBAL,LNDAGRPHLC04,30,2020,0.2195
GLOBAL,LNDAGRPHLC04,30,2021,0.2195
GLOBAL,LNDAGRPHLC04,30,2022,0.2195
GLOBAL,LNDAGRPHLC04,30,2023,0.2195
GLOBAL,LNDAGRPHLC04,30,2024,0.2195
GLOBAL,LNDAGRPHLC04,30,2025,0.2195
GLOBAL,LNDAGRPHLC04,30,2026,0.2195
GLOBAL,LNDAGRPHLC04,30,2027,0.2195
GLOBAL,LNDAGRPHLC04,30,2028,0.2195
GLOBAL,LNDAGRPHLC04,30,2029,0.2195
GLOBAL,LNDAGRPHLC04,30,2030,0.2195
GLOBAL,LNDAGRPHLC04,30,2031,0.2195
GLOBAL,LNDAGRPHLC04,30,2032,0.2195
GLOBAL,LNDAGRPHLC04,30,2033,0.2195
GLOBAL,LNDAGRPHLC04,30,2034,0.2195
GLOBAL,LNDAGRPHLC04,30,2035,0.2195
GLOBAL,LNDAGRPHLC04,30,2036,0.2195
GLOBAL,LNDAGRPHLC04,30,2037,0.2195
GLOBAL,LNDAGRPHLC04,30,2038,0.2195
GLOBAL,LNDAGRPHLC04,30,2039,0.2195
GLOBAL,LNDAGRPHLC04,30,2040,0.2195
GLOBAL,LNDAGRPHLC04,30,2041,0.2195
GLOBAL,LNDAGRPHLC04,30,2042,0.2195
GLOBAL,LNDAGRPHLC04,30,2043,0.2195
GLOBAL,LNDAGRPHLC04,30,2044,0.2195
GLOBAL,LNDAGRPHLC04,30,2045,0.2195
GLOBAL,LNDAGRPHLC04,30,2046,0.2195
GLOBAL,LNDAGRPHLC04,30,2047,0.2195
GLOBAL,LNDAGRPHLC04,30,2048,0.2195
GLOBAL,LNDAGRPHLC04,30,2049,0.2195
GLOBAL,LNDAGRPHLC04,30,2050,0.2195
GLOBAL,LNDAGRPHLC04,30,2051,0.2195
GLOBAL,LNDAGRPHLC04,30,2052,0.2195
GLOBAL,LNDAGRPHLC04,30,2053,0.2195
GLOBAL,LNDAGRPHLC05,26,2020,0.3954
GLOBAL,LNDAGRPHLC05,26,2021,0.4012518159536689
GLOBAL,LNDAGRPHLC05,26,2022,0.40710363190733784
GLOBAL,LNDAGRPHLC05,26,2023,0.41295544786100674
GLOBAL,LNDAGRPHLC05,26,2024,0.41880726381467565
GLOBAL,LNDAGRPHLC05,26,2025,0.42465907976834466
GLOBAL,LNDAGRPHLC05,26,2026,0.43008875956764403
GLOBAL,LNDAGRPHLC05,26,2027,0.4355184393669434
GLOBAL,LNDAGRPHLC05,26,2028,0.44094811916624277
GLOBAL,LNDAGRPHLC05,26,2029,0.4463777989655422
GLOBAL,LNDAGRPHLC05,26,2030,0.45180747876484156
GLOBAL,LNDAGRPHLC05,26,2031,0.4568286301164562
GLOBAL,LNDAGRPHLC05,26,2032,0.46184978146807065
GLOBAL,LNDAGRPHLC05,26,2033,0.4668709328196853
GLOBAL,LNDAGRPHLC05,26,2034,0.47189208417129985
GLOBAL,LNDAGRPHLC05,26,2035,0.4769132355229145
GLOBAL,LNDAGRPHLC05,26,2036,0.481451815255658
GLOBAL,LNDAGRPHLC05,26,2037,0.4859903949884015
GLOBAL,LNDAGRPHLC05,26,2038,0.49052897472114504
GLOBAL,LNDAGRPHLC05,26,2039,0.49506755445388856
GLOBAL,LNDAGRPHLC05,26,2040,0.49960613418663213
GLOBAL,LNDAGRPHLC05,26,2041,0.503643047759074
GLOBAL,LNDAGRPHLC05,26,2042,0.5076799613315157
GLOBAL,LNDAGRPHLC05,26,2043,0.5117168749039576
GLOBAL,LNDAGRPHLC05,26,2044,0.5157537884763994
GLOBAL,LNDAGRPHLC05,26,2045,0.5197907020488413
GLOBAL,LNDAGRPHLC05,26,2046,0.5232668262988666
GLOBAL,LNDAGRPHLC05,26,2047,0.5267429505488919
GLOBAL,LNDAGRPHLC05,26,2048,0.5302190747989173
GLOBAL,LNDAGRPHLC05,26,2049,0.5336951990489426
GLOBAL,LNDAGRPHLC05,26,2050,0.5371713232989679
GLOBAL,LNDAGRPHLC05,26,2051,0.5371713232989679
GLOBAL,LNDAGRPHLC05,26,2052,0.5371713232989679
GLOBAL,LNDAGRPHLC05,26,2053,0.5371713232989679
GLOBAL,LNDAGRPHLC05,30,2020,0.0494
GLOBAL,LNDAGRPHLC05,30,2021,0.0494
GLOBAL,LNDAGRPHLC05,30,2022,0.0494
GLOBAL,LNDAGRPHLC05,30,2023,0.0494
GLOBAL,LNDAGRPHLC05,30,2024,0.0494
GLOBAL,LNDAGRPHLC05,30,2025,0.0494
GLOBAL,LNDAGRPHLC05,30,2026,0.0494
GLOBAL,LNDAGRPHLC05,30,2027,0.0494
GLOBAL,LNDAGRPHLC05,30,2028,0.0494
GLOBAL,LNDAGRPHLC05,30,2029,0.0494
GLOBAL,LNDAGRPHLC05,30,2030,0.0494
GLOBAL,LNDAGRPHLC05,30,2031,0.0494
GLOBAL,LNDAGRPHLC05,30,2032,0.0494
GLOBAL,LNDAGRPHLC05,30,2033,0.0494
GLOBAL,LNDAGRPHLC05,30,2034,0.0494
GLOBAL,LNDAGRPHLC05,30,2035,0.0494
GLOBAL,LNDAGRPHLC05,30,2036,0.0494
GLOBAL,LNDAGRPHLC05,30,2037,0.0494
GLOBAL,LNDAGRPHLC05,30,2038,0.0494
GLOBAL,LNDAGRPHLC05,30,2039,0.0494
GLOBAL,LNDAGRPHLC05,30,2040,0.0494
GLOBAL,LNDAGRPHLC05,30,2041,0.0494
GLOBAL,LNDAGRPHLC05,30,2042,0.0494
GLOBAL,LNDAGRPHLC05,30,2043,0.0494
GLOBAL,LNDAGRPHLC05,30,2044,0.0494
GLOBAL,LNDAGRPHLC05,30,2045,0.0494
GLOBAL,LNDAGRPHLC05,30,2046,0.0494
GLOBAL,LNDAGRPHLC05,30,2047,0.0494
GLOBAL,LNDAGRPHLC05,30,2048,0.0494
GLOBAL,LNDAGRPHLC05,30,2049,0.0494
GLOBAL,LNDAGRPHLC05,30,2050,0.0494
GLOBAL,LNDAGRPHLC05,30,2051,0.0494
GLOBAL,LNDAGRPHLC05,30,2052,0.0494
GLOBAL,LNDAGRPHLC05,30,2053,0.0494
GLOBAL,LNDAGRPHLC06,26,2020,0.0
GLOBAL,LNDAGRPHLC06,26,2021,0.0
GLOBAL,LNDAGRPHLC06,26,2022,0.0
GLOBAL,LNDAGRPHLC06,26,2023,0.0
GLOBAL,LNDAGRPHLC06,26,2024,0.0
GLOBAL,LNDAGRPHLC06,26,2025,0.0
GLOBAL,LNDAGRPHLC06,26,2026,0.0
GLOBAL,LNDAGRPHLC06,26,2027,0.0
GLOBAL,LNDAGRPHLC06,26,2028,0.0
GLOBAL,LNDAGRPHLC06,26,2029,0.0
GLOBAL,LNDAGRPHLC06,26,2030,0.0
GLOBAL,LNDAGRPHLC06,26,2031,0.0
GLOBAL,LNDAGRPHLC06,26,2032,0.0
GLOBAL,LNDAGRPHLC06,26,2033,0.0
GLOBAL,LNDAGRPHLC06,26,2034,0.0
GLOBAL,LNDAGRPHLC06,26,2035,0.0
GLOBAL,LNDAGRPHLC06,26,2036,0.0
GLOBAL,LNDAGRPHLC06,26,2037,0.0
GLOBAL,LNDAGRPHLC06,26,2038,0.0
GLOBAL,LNDAGRPHLC06,26,2039,0.0
GLOBAL,LNDAGRPHLC06,26,2040,0.0
GLOBAL,LNDAGRPHLC06,26,2041,0.0
GLOBAL,LNDAGRPHLC06,26,2042,0.0
GLOBAL,LNDAGRPHLC06,26,2043,0.0
GLOBAL,LNDAGRPHLC06,26,2044,0.0
GLOBAL,LNDAGRPHLC06,26,2045,0.0
GLOBAL,LNDAGRPHLC06,26,2046,0.0
GLOBAL,LNDAGRPHLC06,26,2047,0.0
GLOBAL,LNDAGRPHLC06,26,2048,0.0
GLOBAL,LNDAGRPHLC06,26,2049,0.0
GLOBAL,LNDAGRPHLC06,26,2050,0.0
GLOBAL,LNDAGRPHLC06,26,2051,0.0
GLOBAL,LNDAGRPHLC06,26,2052,0.0
GLOBAL,LNDAGRPHLC06,26,2053,0.0
GLOBAL,LNDAGRPHLC06,30,2020,0.0
GLOBAL,LNDAGRPHLC06,30,2021,0.0
GLOBAL,LNDAGRPHLC06,30,2022,0.0
GLOBAL,LNDAGRPHLC06,30,2023,0.0
GLOBAL,LNDAGRPHLC06,30,2024,0.0
GLOBAL,LNDAGRPHLC06,30,2025,0.0
GLOBAL,LNDAGRPHLC06,30,2026,0.0
GLOBAL,LNDAGRPHLC06,30,2027,0.0
GLOBAL,LNDAGRPHLC06,30,2028,0.0
GLOBAL,LNDAGRPHLC06,30,2029,0.0
GLOBAL,LNDAGRPHLC06,30,2030,0.0
GLOBAL,LNDAGRPHLC06,30,2031,0.0
GLOBAL,LNDAGRPHLC06,30,2032,0.0
GLOBAL,LNDAGRPHLC06,30,2033,0.0
GLOBAL,LNDAGRPHLC06,30,2034,0.0
GLOBAL,LNDAGRPHLC06,30,2035,0.0
GLOBAL,LNDAGRPHLC06,30,2036,0.0
GLOBAL,LNDAGRPHLC06,30,2037,0.0
GLOBAL,LNDAGRPHLC06,30,2038,0.0
GLOBAL,LNDAGRPHLC06,30,2039,0.0
GLOBAL,LNDAGRPHLC06,30,2040,0.0
GLOBAL,LNDAGRPHLC06,30,2041,0.0
GLOBAL,LNDAGRPHLC06,30,2042,0.0
GLOBAL,LNDAGRPHLC06,30,2043,0.0
GLOBAL,LNDAGRPHLC06,30,2044,0.0
GLOBAL,LNDAGRPHLC06,30,2045,0.0
GLOBAL,LNDAGRPHLC06,30,2046,0.0
GLOBAL,LNDAGRPHLC06,30,2047,0.0
GLOBAL,LNDAGRPHLC06,30,2048,0.0
GLOBAL,LNDAGRPHLC06,30,2049,0.0
GLOBAL,LNDAGRPHLC06,30,2050,0.0
GLOBAL,LNDAGRPHLC06,30,2051,0.0
GLOBAL,LNDAGRPHLC06,30,2052,0.0
GLOBAL,LNDAGRPHLC06,30,2053,0.0
GLOBAL,LNDAGRPHLC07,26,2020,0.0
GLOBAL,LNDAGRPHLC07,26,2021,0.0
GLOBAL,LNDAGRPHLC07,26,2022,0.0
GLOBAL,LNDAGRPHLC07,26,2023,0.0
GLOBAL,LNDAGRPHLC07,26,2024,0.0
GLOBAL,LNDAGRPHLC07,26,2025,0.0
GLOBAL,LNDAGRPHLC07,26,2026,0.0
GLOBAL,LNDAGRPHLC07,26,2027,0.0
GLOBAL,LNDAGRPHLC07,26,2028,0.0
GLOBAL,LNDAGRPHLC07,26,2029,0.0
GLOBAL,LNDAGRPHLC07,26,2030,0.0
GLOBAL,LNDAGRPHLC07,26,2031,0.0
GLOBAL,LNDAGRPHLC07,26,2032,0.0
GLOBAL,LNDAGRPHLC07,26,2033,0.0
GLOBAL,LNDAGRPHLC07,26,2034,0.0
GLOBAL,LNDAGRPHLC07,26,2035,0.0
GLOBAL,LNDAGRPHLC07,26,2036,0.0
GLOBAL,LNDAGRPHLC07,26,2037,0.0
GLOBAL,LNDAGRPHLC07,26,2038,0.0
GLOBAL,LNDAGRPHLC07,26,2039,0.0
GLOBAL,LNDAGRPHLC07,26,2040,0.0
GLOBAL,LNDAGRPHLC07,26,2041,0.0
GLOBAL,LNDAGRPHLC07,26,2042,0.0
GLOBAL,LNDAGRPHLC07,26,2043,0.0
GLOBAL,LNDAGRPHLC07,26,2044,0.0
GLOBAL,LNDAGRPHLC07,26,2045,0.0
GLOBAL,LNDAGRPHLC07,26,2046,0.0
GLOBAL,LNDAGRPHLC07,26,2047,0.0
GLOBAL,LNDAGRPHLC07,26,2048,0.0
GLOBAL,LNDAGRPHLC07,26,2049,0.0
GLOBAL,LNDAGRPHLC07,26,2050,0.0
GLOBAL,LNDAGRPHLC07,26,2051,0.0
GLOBAL,LNDAGRPHLC07,26,2052,0.0
GLOBAL,LNDAGRPHLC07,26,2053,0.0
GLOBAL,LNDAGRPHLC07,30,2020,0.3456
GLOBAL,LNDAGRPHLC07,30,2021,0.3456
GLOBAL,LNDAGRPHLC07,30,2022,0.3456
GLOBAL,LNDAGRPHLC07,30,2023,0.3456
GLOBAL,LNDAGRPHLC07,30,2024,0.3456
GLOBAL,LNDAGRPHLC07,30,2025,0.3456
GLOBAL,LNDAGRPHLC07,30,2026,0.3456
GLOBAL,LNDAGRPHLC07,30,2027,0.3456
GLOBAL,LNDAGRPHLC07,30,2028,0.3456
GLOBAL,LNDAGRPHLC07,30,2029,0.3456
GLOBAL,LNDAGRPHLC07,30,2030,0.3456
GLOBAL,LNDAGRPHLC07,30,2031,0.3456
GLOBAL,LNDAGRPHLC07,30,2032,0.3456
GLOBAL,LNDAGRPHLC07,30,2033,0.3456
GLOBAL,LNDAGRPHLC07,30,2034,0.3456
GLOBAL,LNDAGRPHLC07,30,2035,0.3456
GLOBAL,LNDAGRPHLC07,30,2036,0.3456
GLOBAL,LNDAGRPHLC07,30,2037,0.3456
GLOBAL,LNDAGRPHLC07,30,2038,0.3456
GLOBAL,LNDAGRPHLC07,30,2039,0.3456
GLOBAL,LNDAGRPHLC07,30,2040,0.3456
GLOBAL,LNDAGRPHLC07,30,2041,0.3456
GLOBAL,LNDAGRPHLC07,30,2042,0.3456
GLOBAL,LNDAGRPHLC07,30,2043,0.3456
GLOBAL,LNDAGRPHLC07,30,2044,0.3456
GLOBAL,LNDAGRPHLC07,30,2045,0.3456
GLOBAL,LNDAGRPHLC07,30,2046,0.3456
GLOBAL,LNDAGRPHLC07,30,2047,0.3456
GLOBAL,LNDAGRPHLC07,30,2048,0.3456
GLOBAL,LNDAGRPHLC07,30,2049,0.3456
GLOBAL,LNDAGRPHLC07,30,2050,0.3456
GLOBAL,LNDAGRPHLC07,30,2051,0.3456
GLOBAL,LNDAGRPHLC07,30,2052,0.3456
GLOBAL,LNDAGRPHLC07,30,2053,0.3456
GLOBAL,LNDAGRPHLC08,26,2020,0.0
GLOBAL,LNDAGRPHLC08,26,2021,0.0
GLOBAL,LNDAGRPHLC08,26,2022,0.0
GLOBAL,LNDAGRPHLC08,26,2023,0.0
