calculation_id,formula,source_ids,assumption_ids,input_values,input_units,output_value,output_unit,script_path,script_version,notes
CALC_VC_COSTKG_CRPCON_RAINFED,cost per kg = unit value (PHP/kg) x cost-to-unit-value ratio,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022,ASM_COST_RATIO,unit_value=8.403165936120033;ratio=0.8367497820860585,PHP/kg;dimensionless,7.031347265881427,PHP/kg,scripts/propose_philippines_v23_variable_costs.py,2026-08-25,
CALC_VC_CROP_CRPCON_RAINFED,VC = OAR (Mt per 10^3 km2) x cost per kg (PHP/kg) x 1000 kg/t / 49.25 PHP/USD,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022,ASM_COST_RATIO;ASM_FX_2021;ASM_HOUSE_CROP_FORMULA,OAR=0.3968714512187746;cost_per_kg=7.031347265881427;fx=49.25,Mt/10^3km2;PHP/kg;PHP/USD,56.66073083113756,MUSD per 10^3 km2,scripts/propose_philippines_v23_variable_costs.py,2026-08-25,Same formula as CALCULATIONS.csv CALC_PHL_V16_CROP_RICE_VARIABLE_COST
CALC_VC_COSTKG_CRPMZE_IRRIGATED,cost per kg = unit value (PHP/kg) x cost-to-unit-value ratio,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022,ASM_COST_RATIO,unit_value=14.232602365820018;ratio=0.7491759697673743,PHP/kg;dimensionless,10.662723679726637,PHP/kg,scripts/propose_philippines_v23_variable_costs.py,2026-08-25,
CALC_VC_CROP_CRPMZE_IRRIGATED,VC = OAR (Mt per 10^3 km2) x cost per kg (PHP/kg) x 1000 kg/t / 49.25 PHP/USD,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022,ASM_COST_RATIO;ASM_FX_2021;ASM_HOUSE_CROP_FORMULA,OAR=0.3179030359519341;cost_per_kg=10.662723679726637;fx=49.25,Mt/10^3km2;PHP/kg;PHP/USD,68.82664424978023,MUSD per 10^3 km2,scripts/propose_philippines_v23_variable_costs.py,2026-08-25,Same formula as CALCULATIONS.csv CALC_PHL_V16_CROP_RICE_VARIABLE_COST
CALC_VC_COSTKG_CRPMZE_RAINFED,cost per kg = unit value (PHP/kg) x cost-to-unit-value ratio,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022,ASM_COST_RATIO,unit_value=14.232602365820018;ratio=0.8367497820860585,PHP/kg;dimensionless,11.909126928117422,PHP/kg,scripts/propose_philippines_v23_variable_costs.py,2026-08-25,
CALC_VC_CROP_CRPMZE_RAINFED,VC = OAR (Mt per 10^3 km2) x cost per kg (PHP/kg) x 1000 kg/t / 49.25 PHP/USD,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022,ASM_COST_RATIO;ASM_FX_2021;ASM_HOUSE_CROP_FORMULA,OAR=0.3179030359519341;cost_per_kg=11.909126928117422;fx=49.25,Mt/10^3km2;PHP/kg;PHP/USD,76.8720326088418,MUSD per 10^3 km2,scripts/propose_philippines_v23_variable_costs.py,2026-08-25,Same formula as CALCULATIONS.csv CALC_PHL_V16_CROP_RICE_VARIABLE_COST
CALC_VC_COSTKG_CRPOTH_IRRIGATED,cost per kg = unit value (PHP/kg) x cost-to-unit-value ratio,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022,ASM_COST_RATIO,unit_value=18.795821134578503;ratio=0.7491759697673743,PHP/kg;dimensionless,14.081377526071961,PHP/kg,scripts/propose_philippines_v23_variable_costs.py,2026-08-25,
CALC_VC_CROP_CRPOTH_IRRIGATED,VC = OAR (Mt per 10^3 km2) x cost per kg (PHP/kg) x 1000 kg/t / 49.25 PHP/USD,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022,ASM_COST_RATIO;ASM_FX_2021;ASM_HOUSE_CROP_FORMULA,OAR=0.7866334903305353;cost_per_kg=14.081377526071961;fx=49.25,Mt/10^3km2;PHP/kg;PHP/USD,224.91133303545067,MUSD per 10^3 km2,scripts/propose_philippines_v23_variable_costs.py,2026-08-25,Same formula as CALCULATIONS.csv CALC_PHL_V16_CROP_RICE_VARIABLE_COST
CALC_VC_COSTKG_CRPOTH_RAINFED,cost per kg = unit value (PHP/kg) x cost-to-unit-value ratio,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022,ASM_COST_RATIO,unit_value=18.795821134578503;ratio=0.8367497820860585,PHP/kg;dimensionless,15.727399238487097,PHP/kg,scripts/propose_philippines_v23_variable_costs.py,2026-08-25,
CALC_VC_CROP_CRPOTH_RAINFED,VC = OAR (Mt per 10^3 km2) x cost per kg (PHP/kg) x 1000 kg/t / 49.25 PHP/USD,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022,ASM_COST_RATIO;ASM_FX_2021;ASM_HOUSE_CROP_FORMULA,OAR=0.7866334903305353;cost_per_kg=15.727399238487097;fx=49.25,Mt/10^3km2;PHP/kg;PHP/USD,251.2020092749829,MUSD per 10^3 km2,scripts/propose_philippines_v23_variable_costs.py,2026-08-25,Same formula as CALCULATIONS.csv CALC_PHL_V16_CROP_RICE_VARIABLE_COST
CALC_VC_COSTKG_CRPSGC_IRRIGATED,cost per kg = unit value (PHP/kg) x cost-to-unit-value ratio,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022,ASM_COST_RATIO,unit_value=1.7409682845334775;ratio=0.7491759697673743,PHP/kg;dimensionless,1.30429160289961,PHP/kg,scripts/propose_philippines_v23_variable_costs.py,2026-08-25,
CALC_VC_CROP_CRPSGC_IRRIGATED,VC = OAR (Mt per 10^3 km2) x cost per kg (PHP/kg) x 1000 kg/t / 49.25 PHP/USD,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022,ASM_COST_RATIO;ASM_FX_2021;ASM_HOUSE_CROP_FORMULA,OAR=6.113704362755851;cost_per_kg=1.30429160289961;fx=49.25,Mt/10^3km2;PHP/kg;PHP/USD,161.90971092290698,MUSD per 10^3 km2,scripts/propose_philippines_v23_variable_costs.py,2026-08-25,Same formula as CALCULATIONS.csv CALC_PHL_V16_CROP_RICE_VARIABLE_COST
CALC_VC_COSTKG_CRPSGC_RAINFED,cost per kg = unit value (PHP/kg) x cost-to-unit-value ratio,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022,ASM_COST_RATIO,unit_value=1.7409682845334775;ratio=0.8367497820860585,PHP/kg;dimensionless,1.4567548327021265,PHP/kg,scripts/propose_philippines_v23_variable_costs.py,2026-08-25,
CALC_VC_CROP_CRPSGC_RAINFED,VC = OAR (Mt per 10^3 km2) x cost per kg (PHP/kg) x 1000 kg/t / 49.25 PHP/USD,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022,ASM_COST_RATIO;ASM_FX_2021;ASM_HOUSE_CROP_FORMULA,OAR=6.113704362755851;cost_per_kg=1.4567548327021265;fx=49.25,Mt/10^3km2;PHP/kg;PHP/USD,180.83590611485604,MUSD per 10^3 km2,scripts/propose_philippines_v23_variable_costs.py,2026-08-25,Same formula as CALCULATIONS.csv CALC_PHL_V16_CROP_RICE_VARIABLE_COST
CALC_VC_COSTKG_CRPTOM_IRRIGATED,cost per kg = unit value (PHP/kg) x cost-to-unit-value ratio,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022,ASM_COST_RATIO,unit_value=27.296784209359064;ratio=0.7491759697673743,PHP/kg;dimensionless,20.450094781577327,PHP/kg,scripts/propose_philippines_v23_variable_costs.py,2026-08-25,
CALC_VC_CROP_CRPTOM_IRRIGATED,VC = OAR (Mt per 10^3 km2) x cost per kg (PHP/kg) x 1000 kg/t / 49.25 PHP/USD,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022,ASM_COST_RATIO;ASM_FX_2021;ASM_HOUSE_CROP_FORMULA,OAR=0.8593725523601126;cost_per_kg=20.450094781577327;fx=49.25,Mt/10^3km2;PHP/kg;PHP/USD,356.8375664659965,MUSD per 10^3 km2,scripts/propose_philippines_v23_variable_costs.py,2026-08-25,Same formula as CALCULATIONS.csv CALC_PHL_V16_CROP_RICE_VARIABLE_COST
CALC_VC_COSTKG_CRPTOM_RAINFED,cost per kg = unit value (PHP/kg) x cost-to-unit-value ratio,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022,ASM_COST_RATIO,unit_value=27.296784209359064;ratio=0.8367497820860585,PHP/kg;dimensionless,22.840578238831363,PHP/kg,scripts/propose_philippines_v23_variable_costs.py,2026-08-25,
CALC_VC_CROP_CRPTOM_RAINFED,VC = OAR (Mt per 10^3 km2) x cost per kg (PHP/kg) x 1000 kg/t / 49.25 PHP/USD,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022,ASM_COST_RATIO;ASM_FX_2021;ASM_HOUSE_CROP_FORMULA,OAR=0.8593725523601126;cost_per_kg=22.840578238831363;fx=49.25,Mt/10^3km2;PHP/kg;PHP/USD,398.54956382711373,MUSD per 10^3 km2,scripts/propose_philippines_v23_variable_costs.py,2026-08-25,Same formula as CALCULATIONS.csv CALC_PHL_V16_CROP_RICE_VARIABLE_COST
CALC_VC_PIDS_PHP_PER_KM_2015,repair and maintenance per bus-km = R&M per bus-day / revenue run per bus-day,SRC_VC_PIDS_DPS1502_T5,,rm_per_day=1160.0;km_per_day=184.7,PHP/bus/day;km/bus/day,6.280454791553871,PHP per bus-km (2015 prices),scripts/propose_philippines_v23_variable_costs.py,2026-08-25,"PIDS DPS 2015-02 Table 5, column 'Aggregate', rows 'Revenue run' and 'Repair and maintenance'"
CALC_VC_PH_CPI_0723_ESCALATOR,"escalator = CPI(2020) / CPI(2015), COICOP 07.2.3",SRC_VC_PSA_CPI_0723_HIST;SRC_VC_PSA_CPI_0723_CURR,,cpi2020=103.758333333333;cpi2015=96.1655973113352,index 2018=100;index 2018=100,1.078954805401108,dimensionless,scripts/propose_philippines_v23_variable_costs.py,2026-08-25,"Maintenance and repair of personal transport equipment, national, annual average"
CALC_VC_PIDS_USD_PER_KM_2020,USD per bus-km (2020) = PHP per bus-km (2015) x CPI escalator / FX,SRC_VC_PIDS_DPS1502_T5;SRC_VC_PSA_CPI_0723_HIST;SRC_VC_PSA_CPI_0723_CURR;SRC_PSA_SSAF_2022,ASM_FX_2021,php_per_km=6.280454791553871;escalator=1.078954805401108;fx=49.25,PHP/km;dimensionless;PHP/USD,0.13759039345079113,USD per bus-km (2020),scripts/propose_philippines_v23_variable_costs.py,2026-08-25,
CALC_VC_ROAD_K,k = maintenance cost per km / capital cost of one new vehicle,SRC_VC_PIDS_DPS1502_T5;SRC_VC_MODEL_INTERNAL,,usd_per_km=0.13759039345079113;capex=74524.82516000001,USD/km;USD/vehicle,1.8462357094484074e-06,per km,scripts/propose_philippines_v23_variable_costs.py,2026-08-25,"Cross-check: JICA/MMUTIS TR9 Table 4.1 gives 0.182 percent per 1,000 km = 1.820000e-06 per km, a 1.4 percent difference"
CALC_VC_ROAD_PHL_TRA_23WHEEL_ELE,VC = 1000 x k x capital cost of one vehicle,SRC_VC_PIDS_DPS1502_T5;SRC_VC_JICA_MMUTIS_TR9_T41;SRC_VC_MODEL_INTERNAL,ASM_ROAD_K;ASM_ROAD_CAPEX_PROPORTIONAL;ASM_ACTIVITY_IS_VEHICLE_KM,k=1.8462357094484074e-06;capex_usd=2300.0,per km;USD/vehicle,4.246342131731337,MUSD per 10^9 vehicle-km,scripts/propose_philippines_v23_variable_costs.py,2026-08-25,RYT.json CapitalCost 2020 = 2.3 MUSD per 10^3 vehicles
CALC_VC_ROAD_PHL_TRA_23WHEEL_LIQ,VC = 1000 x k x capital cost of one vehicle,SRC_VC_PIDS_DPS1502_T5;SRC_VC_JICA_MMUTIS_TR9_T41;SRC_VC_MODEL_INTERNAL,ASM_ROAD_K;ASM_ROAD_CAPEX_PROPORTIONAL;ASM_ACTIVITY_IS_VEHICLE_KM,k=1.8462357094484074e-06;capex_usd=875.0,per km;USD/vehicle,1.6154562457673565,MUSD per 10^9 vehicle-km,scripts/propose_philippines_v23_variable_costs.py,2026-08-25,RYT.json CapitalCost 2020 = 0.875 MUSD per 10^3 vehicles
CALC_VC_ROAD_PHL_TRA_23WHEEL_NG,VC = 1000 x k x capital cost of one vehicle,SRC_VC_PIDS_DPS1502_T5;SRC_VC_JICA_MMUTIS_TR9_T41;SRC_VC_MODEL_INTERNAL,ASM_ROAD_K;ASM_ROAD_CAPEX_PROPORTIONAL;ASM_ACTIVITY_IS_VEHICLE_KM,k=1.8462357094484074e-06;capex_usd=875.0,per km;USD/vehicle,1.6154562457673565,MUSD per 10^9 vehicle-km,scripts/propose_philippines_v23_variable_costs.py,2026-08-25,RYT.json CapitalCost 2020 = 0.875 MUSD per 10^3 vehicles
CALC_VC_ROAD_PHL_TRA_BUS_ELE,VC = 1000 x k x capital cost of one vehicle,SRC_VC_PIDS_DPS1502_T5;SRC_VC_JICA_MMUTIS_TR9_T41;SRC_VC_MODEL_INTERNAL,ASM_ROAD_K;ASM_ROAD_CAPEX_PROPORTIONAL;ASM_ACTIVITY_IS_VEHICLE_KM,k=1.8462357094484074e-06;capex_usd=144682.90680000003,per km;USD/vehicle,267.11874908095587,MUSD per 10^9 vehicle-km,scripts/propose_philippines_v23_variable_costs.py,2026-08-25,RYT.json CapitalCost 2020 = 144.6829068 MUSD per 10^3 vehicles
CALC_VC_ROAD_PHL_TRA_BUS_H2,VC = 1000 x k x capital cost of one vehicle,SRC_VC_PIDS_DPS1502_T5;SRC_VC_JICA_MMUTIS_TR9_T41;SRC_VC_MODEL_INTERNAL,ASM_ROAD_K;ASM_ROAD_CAPEX_PROPORTIONAL;ASM_ACTIVITY_IS_VEHICLE_KM,k=1.8462357094484074e-06;capex_usd=146845.8256,per km;USD/vehicle,271.11200700615314,MUSD per 10^9 vehicle-km,scripts/propose_philippines_v23_variable_costs.py,2026-08-25,RYT.json CapitalCost 2020 = 146.8458256 MUSD per 10^3 vehicles
CALC_VC_ROAD_PHL_TRA_BUS_LIQ,VC = 1000 x k x capital cost of one vehicle,SRC_VC_PIDS_DPS1502_T5;SRC_VC_JICA_MMUTIS_TR9_T41;SRC_VC_MODEL_INTERNAL,ASM_ROAD_K;ASM_ROAD_CAPEX_PROPORTIONAL;ASM_ACTIVITY_IS_VEHICLE_KM,k=1.8462357094484074e-06;capex_usd=74524.82516000001,per km;USD/vehicle,137.59039345079114,MUSD per 10^9 vehicle-km,scripts/propose_philippines_v23_variable_costs.py,2026-08-25,RYT.json CapitalCost 2020 = 74.52482516 MUSD per 10^3 vehicles
CALC_VC_ROAD_PHL_TRA_BUS_NG,VC = 1000 x k x capital cost of one vehicle,SRC_VC_PIDS_DPS1502_T5;SRC_VC_JICA_MMUTIS_TR9_T41;SRC_VC_MODEL_INTERNAL,ASM_ROAD_K;ASM_ROAD_CAPEX_PROPORTIONAL;ASM_ACTIVITY_IS_VEHICLE_KM,k=1.8462357094484074e-06;capex_usd=74524.82516000001,per km;USD/vehicle,137.59039345079114,MUSD per 10^9 vehicle-km,scripts/propose_philippines_v23_variable_costs.py,2026-08-25,RYT.json CapitalCost 2020 = 74.52482516 MUSD per 10^3 vehicles
CALC_VC_ROAD_PHL_TRA_CAR_ELE,VC = 1000 x k x capital cost of one vehicle,SRC_VC_PIDS_DPS1502_T5;SRC_VC_JICA_MMUTIS_TR9_T41;SRC_VC_MODEL_INTERNAL,ASM_ROAD_K;ASM_ROAD_CAPEX_PROPORTIONAL;ASM_ACTIVITY_IS_VEHICLE_KM,k=1.8462357094484074e-06;capex_usd=19513.33949,per km;USD/vehicle,36.02622417702777,MUSD per 10^9 vehicle-km,scripts/propose_philippines_v23_variable_costs.py,2026-08-25,RYT.json CapitalCost 2020 = 19.51333949 MUSD per 10^3 vehicles
CALC_VC_ROAD_PHL_TRA_CAR_H2,VC = 1000 x k x capital cost of one vehicle,SRC_VC_PIDS_DPS1502_T5;SRC_VC_JICA_MMUTIS_TR9_T41;SRC_VC_MODEL_INTERNAL,ASM_ROAD_K;ASM_ROAD_CAPEX_PROPORTIONAL;ASM_ACTIVITY_IS_VEHICLE_KM,k=1.8462357094484074e-06;capex_usd=33050.24366,per km;USD/vehicle,61.01854005106283,MUSD per 10^9 vehicle-km,scripts/propose_philippines_v23_variable_costs.py,2026-08-25,RYT.json CapitalCost 2020 = 33.05024366 MUSD per 10^3 vehicles
CALC_VC_ROAD_PHL_TRA_CAR_LIQ,VC = 1000 x k x capital cost of one vehicle,SRC_VC_PIDS_DPS1502_T5;SRC_VC_JICA_MMUTIS_TR9_T41;SRC_VC_MODEL_INTERNAL,ASM_ROAD_K;ASM_ROAD_CAPEX_PROPORTIONAL;ASM_ACTIVITY_IS_VEHICLE_KM,k=1.8462357094484074e-06;capex_usd=13539.53735,per km;USD/vehicle,24.99717734498046,MUSD per 10^9 vehicle-km,scripts/propose_philippines_v23_variable_costs.py,2026-08-25,RYT.json CapitalCost 2020 = 13.53953735 MUSD per 10^3 vehicles
CALC_VC_ROAD_PHL_TRA_CAR_NG,VC = 1000 x k x capital cost of one vehicle,SRC_VC_PIDS_DPS1502_T5;SRC_VC_JICA_MMUTIS_TR9_T41;SRC_VC_MODEL_INTERNAL,ASM_ROAD_K;ASM_ROAD_CAPEX_PROPORTIONAL;ASM_ACTIVITY_IS_VEHICLE_KM,k=1.8462357094484074e-06;capex_usd=13539.53735,per km;USD/vehicle,24.99717734498046,MUSD per 10^9 vehicle-km,scripts/propose_philippines_v23_variable_costs.py,2026-08-25,RYT.json CapitalCost 2020 = 13.53953735 MUSD per 10^3 vehicles
CALC_VC_ROAD_PHL_TRA_TRUH_ELE,VC = 1000 x k x capital cost of one vehicle,SRC_VC_PIDS_DPS1502_T5;SRC_VC_JICA_MMUTIS_TR9_T41;SRC_VC_MODEL_INTERNAL,ASM_ROAD_K;ASM_ROAD_CAPEX_PROPORTIONAL;ASM_ACTIVITY_IS_VEHICLE_KM,k=1.8462357094484074e-06;capex_usd=139271.185,per km;USD/vehicle,257.1274350441954,MUSD per 10^9 vehicle-km,scripts/propose_philippines_v23_variable_costs.py,2026-08-25,RYT.json CapitalCost 2020 = 139.271185 MUSD per 10^3 vehicles
CALC_VC_ROAD_PHL_TRA_TRUH_H2,VC = 1000 x k x capital cost of one vehicle,SRC_VC_PIDS_DPS1502_T5;SRC_VC_JICA_MMUTIS_TR9_T41;SRC_VC_MODEL_INTERNAL,ASM_ROAD_K;ASM_ROAD_CAPEX_PROPORTIONAL;ASM_ACTIVITY_IS_VEHICLE_KM,k=1.8462357094484074e-06;capex_usd=163129.3418,per km;USD/vehicle,301.17521608997475,MUSD per 10^9 vehicle-km,scripts/propose_philippines_v23_variable_costs.py,2026-08-25,RYT.json CapitalCost 2020 = 163.1293418 MUSD per 10^3 vehicles
CALC_VC_ROAD_PHL_TRA_TRUH_LIQ,VC = 1000 x k x capital cost of one vehicle,SRC_VC_PIDS_DPS1502_T5;SRC_VC_JICA_MMUTIS_TR9_T41;SRC_VC_MODEL_INTERNAL,ASM_ROAD_K;ASM_ROAD_CAPEX_PROPORTIONAL;ASM_ACTIVITY_IS_VEHICLE_KM,k=1.8462357094484074e-06;capex_usd=56531.08171,per km;USD/vehicle,104.36970174674774,MUSD per 10^9 vehicle-km,scripts/propose_philippines_v23_variable_costs.py,2026-08-25,RYT.json CapitalCost 2020 = 56.53108171 MUSD per 10^3 vehicles
CALC_VC_ROAD_PHL_TRA_TRUH_NG,VC = 1000 x k x capital cost of one vehicle,SRC_VC_PIDS_DPS1502_T5;SRC_VC_JICA_MMUTIS_TR9_T41;SRC_VC_MODEL_INTERNAL,ASM_ROAD_K;ASM_ROAD_CAPEX_PROPORTIONAL;ASM_ACTIVITY_IS_VEHICLE_KM,k=1.8462357094484074e-06;capex_usd=56531.08171,per km;USD/vehicle,104.36970174674774,MUSD per 10^9 vehicle-km,scripts/propose_philippines_v23_variable_costs.py,2026-08-25,RYT.json CapitalCost 2020 = 56.53108171 MUSD per 10^3 vehicles
CALC_VC_ROAD_PHL_TRA_TRUL_ELE,VC = 1000 x k x capital cost of one vehicle,SRC_VC_PIDS_DPS1502_T5;SRC_VC_JICA_MMUTIS_TR9_T41;SRC_VC_MODEL_INTERNAL,ASM_ROAD_K;ASM_ROAD_CAPEX_PROPORTIONAL;ASM_ACTIVITY_IS_VEHICLE_KM,k=1.8462357094484074e-06;capex_usd=28341.36028,per km;USD/vehicle,52.324831403278715,MUSD per 10^9 vehicle-km,scripts/propose_philippines_v23_variable_costs.py,2026-08-25,RYT.json CapitalCost 2020 = 28.34136028 MUSD per 10^3 vehicles
CALC_VC_ROAD_PHL_TRA_TRUL_H2,VC = 1000 x k x capital cost of one vehicle,SRC_VC_PIDS_DPS1502_T5;SRC_VC_JICA_MMUTIS_TR9_T41;SRC_VC_MODEL_INTERNAL,ASM_ROAD_K;ASM_ROAD_CAPEX_PROPORTIONAL;ASM_ACTIVITY_IS_VEHICLE_KM,k=1.8462357094484074e-06;capex_usd=48319.85945,per km;USD/vehicle,89.2098499921181,MUSD per 10^9 vehicle-km,scripts/propose_philippines_v23_variable_costs.py,2026-08-25,RYT.json CapitalCost 2020 = 48.31985945 MUSD per 10^3 vehicles
CALC_VC_ROAD_PHL_TRA_TRUL_LIQ,VC = 1000 x k x capital cost of one vehicle,SRC_VC_PIDS_DPS1502_T5;SRC_VC_JICA_MMUTIS_TR9_T41;SRC_VC_MODEL_INTERNAL,ASM_ROAD_K;ASM_ROAD_CAPEX_PROPORTIONAL;ASM_ACTIVITY_IS_VEHICLE_KM,k=1.8462357094484074e-06;capex_usd=17532.61599,per km;USD/vehicle,32.36934172078414,MUSD per 10^9 vehicle-km,scripts/propose_philippines_v23_variable_costs.py,2026-08-25,RYT.json CapitalCost 2020 = 17.53261599 MUSD per 10^3 vehicles
CALC_VC_ROAD_PHL_TRA_TRUL_NG,VC = 1000 x k x capital cost of one vehicle,SRC_VC_PIDS_DPS1502_T5;SRC_VC_JICA_MMUTIS_TR9_T41;SRC_VC_MODEL_INTERNAL,ASM_ROAD_K;ASM_ROAD_CAPEX_PROPORTIONAL;ASM_ACTIVITY_IS_VEHICLE_KM,k=1.8462357094484074e-06;capex_usd=17532.61599,per km;USD/vehicle,32.36934172078414,MUSD per 10^9 vehicle-km,scripts/propose_philippines_v23_variable_costs.py,2026-08-25,RYT.json CapitalCost 2020 = 17.53261599 MUSD per 10^3 vehicles
CALC_VC_ROAD_PHL_TRA_VAN_ELE,VC = 1000 x k x capital cost of one vehicle,SRC_VC_PIDS_DPS1502_T5;SRC_VC_JICA_MMUTIS_TR9_T41;SRC_VC_MODEL_INTERNAL,ASM_ROAD_K;ASM_ROAD_CAPEX_PROPORTIONAL;ASM_ACTIVITY_IS_VEHICLE_KM,k=1.8462357094484074e-06;capex_usd=28341.36028,per km;USD/vehicle,52.324831403278715,MUSD per 10^9 vehicle-km,scripts/propose_philippines_v23_variable_costs.py,2026-08-25,RYT.json CapitalCost 2020 = 28.34136028 MUSD per 10^3 vehicles
