run,region,year,domain,reporter,mode,account,unit,value,equation,interpretation
Base_v12,RE1,2021,LAND,ENV_LAND,2,grassland,10<sup>3</sup>km<sup>2</sup>,0.0,activity(LNDGRSTOT),Model-defined grassland state
Base_v12,RE1,2021,LAND,ENV_LAND,3,other_land,10<sup>3</sup>km<sup>2</sup>,0.0,activity(LNDOTHTOT),Model-defined other land; no forest suitability is implied
Base_v12,RE1,2021,LAND,ENV_LAND,4,barren_or_savannah,10<sup>3</sup>km<sup>2</sup>,0.0,activity(LNDBARTOT),Model-defined barren or savannah land state
Base_v12,RE1,2021,LAND,ENV_LAND,5,built_up_land,10<sup>3</sup>km<sup>2</sup>,0.7812,activity(LNDBLTTOT),Model-defined built-up land state
Base_v12,RE1,2021,LAND,ENV_LAND,6,inland_water_bodies,10<sup>3</sup>km<sup>2</sup>,1.5984,activity(LNDWATTOT),Land-cover area classified as water bodies
Base_v12,RE1,2021,LAND,ENV_LAND,7,cropland,10<sup>3</sup>km<sup>2</sup>,115.3953,activity(LNDRCPHITOT) + activity(LNDRCPHRTOT) + activity(LNDRCPLITOT) + activity(LNDRCPLRTOT) + activity(LNDCONHITOT) + activity(LNDCONHRTOT) + activity(LNDCONLITOT) + activity(LNDCONLRTOT) + activity(LNDMZEHITOT) + activity(LNDMZEHRTOT) + activity(LNDMZELITOT) + activity(LNDMZELRTOT) + activity(LNDTOMHITOT) + activity(LNDTOMHRTOT) + activity(LNDTOMLITOT) + activity(LNDTOMLRTOT) + activity(LNDSGCHITOT) + activity(LNDSGCHRTOT) + activity(LNDSGCLITOT) + activity(LNDSGCLRTOT) + activity(LNDOTHHITOT) + activity(LNDOTHHRTOT) + activity(LNDOTHLITOT) + activity(LNDOTHLRTOT),Sum of the 24 modeled crop-land production options
Base_v12,RE1,2021,LAND,ENV_LAND,8,unallocated_modeled_land,10<sup>3</sup>km<sup>2</sup>,0.000499999999362899,production(PHL_LND) - use(PHL_LND),Modeled total-land production less all modeled PHL_LND use; small positive or negative values inside the declared tolerance are CSV rounding
Base_v12,RE1,2022,WATER,ENV_WATER,1,water_vapor_returned,10<sup>9</sup>m<sup>3</sup>,402.02399999999983,production(PHL_WTR_EVT) - use(PHL_WTR_EVT),Evapotranspiration returned to the atmosphere
Base_v12,RE1,2022,WATER,ENV_WATER,2,modeled_raw_groundwater_remaining,10<sup>9</sup>m<sup>3</sup>,20.35450000000004,production(PHL_WTR_GWT) - use(PHL_WTR_GWT),Modeled raw groundwater production less modeled raw groundwater use; not a sustainable-yield estimate
Base_v12,RE1,2022,WATER,ENV_WATER,3,modeled_raw_surface_water_remaining,10<sup>9</sup>m<sup>3</sup>,257.04180000000036,production(PHL_WTR_SUR) - use(PHL_WTR_SUR),Modeled raw surface-water production less modeled raw surface-water use; not an environmental-flow reserve
Base_v12,RE1,2022,WATER_SUMMARY,ENV_WATER_DERIVED,,modeled_raw_liquid_water_remaining,10<sup>9</sup>m<sup>3</sup>,277.3963000000004,ENV_WATER mode 2 modeled raw groundwater remaining + mode 3 modeled raw surface water remaining,Derived liquid-water total; excludes mode 1 water vapor
Base_v12,RE1,2022,LAND,ENV_LAND,1,forest,10<sup>3</sup>km<sup>2</sup>,176.2946,activity(LNDFORTOT),Model-defined forest land state
Base_v12,RE1,2022,LAND,ENV_LAND,2,grassland,10<sup>3</sup>km<sup>2</sup>,0.0,activity(LNDGRSTOT),Model-defined grassland state
Base_v12,RE1,2022,LAND,ENV_LAND,3,other_land,10<sup>3</sup>km<sup>2</sup>,0.0,activity(LNDOTHTOT),Model-defined other land; no forest suitability is implied
Base_v12,RE1,2022,LAND,ENV_LAND,4,barren_or_savannah,10<sup>3</sup>km<sup>2</sup>,0.0,activity(LNDBARTOT),Model-defined barren or savannah land state
Base_v12,RE1,2022,LAND,ENV_LAND,5,built_up_land,10<sup>3</sup>km<sup>2</sup>,0.7926,activity(LNDBLTTOT),Model-defined built-up land state
Base_v12,RE1,2022,LAND,ENV_LAND,6,inland_water_bodies,10<sup>3</sup>km<sup>2</sup>,1.5984,activity(LNDWATTOT),Land-cover area classified as water bodies
Base_v12,RE1,2022,LAND,ENV_LAND,7,cropland,10<sup>3</sup>km<sup>2</sup>,117.1275,activity(LNDRCPHITOT) + activity(LNDRCPHRTOT) + activity(LNDRCPLITOT) + activity(LNDRCPLRTOT) + activity(LNDCONHITOT) + activity(LNDCONHRTOT) + activity(LNDCONLITOT) + activity(LNDCONLRTOT) + activity(LNDMZEHITOT) + activity(LNDMZEHRTOT) + activity(LNDMZELITOT) + activity(LNDMZELRTOT) + activity(LNDTOMHITOT) + activity(LNDTOMHRTOT) + activity(LNDTOMLITOT) + activity(LNDTOMLRTOT) + activity(LNDSGCHITOT) + activity(LNDSGCHRTOT) + activity(LNDSGCLITOT) + activity(LNDSGCLRTOT) + activity(LNDOTHHITOT) + activity(LNDOTHHRTOT) + activity(LNDOTHLITOT) + activity(LNDOTHLRTOT),Sum of the 24 modeled crop-land production options
Base_v12,RE1,2022,LAND,ENV_LAND,8,unallocated_modeled_land,10<sup>3</sup>km<sup>2</sup>,-0.00010000000020227162,production(PHL_LND) - use(PHL_LND),Modeled total-land production less all modeled PHL_LND use; small positive or negative values inside the declared tolerance are CSV rounding
Base_v12,RE1,2023,WATER,ENV_WATER,1,water_vapor_returned,10<sup>9</sup>m<sup>3</sup>,400.5664999999999,production(PHL_WTR_EVT) - use(PHL_WTR_EVT),Evapotranspiration returned to the atmosphere
Base_v12,RE1,2023,WATER,ENV_WATER,2,modeled_raw_groundwater_remaining,10<sup>9</sup>m<sup>3</sup>,20.369599999999977,production(PHL_WTR_GWT) - use(PHL_WTR_GWT),Modeled raw groundwater production less modeled raw groundwater use; not a sustainable-yield estimate
Base_v12,RE1,2023,WATER,ENV_WATER,3,modeled_raw_surface_water_remaining,10<sup>9</sup>m<sup>3</sup>,258.4276999999996,production(PHL_WTR_SUR) - use(PHL_WTR_SUR),Modeled raw surface-water production less modeled raw surface-water use; not an environmental-flow reserve
Base_v12,RE1,2023,WATER_SUMMARY,ENV_WATER_DERIVED,,modeled_raw_liquid_water_remaining,10<sup>9</sup>m<sup>3</sup>,278.7972999999996,ENV_WATER mode 2 modeled raw groundwater remaining + mode 3 modeled raw surface water remaining,Derived liquid-water total; excludes mode 1 water vapor
Base_v12,RE1,2023,LAND,ENV_LAND,1,forest,10<sup>3</sup>km<sup>2</sup>,174.551,activity(LNDFORTOT),Model-defined forest land state
Base_v12,RE1,2023,LAND,ENV_LAND,2,grassland,10<sup>3</sup>km<sup>2</sup>,0.0,activity(LNDGRSTOT),Model-defined grassland state
Base_v12,RE1,2023,LAND,ENV_LAND,3,other_land,10<sup>3</sup>km<sup>2</sup>,0.0,activity(LNDOTHTOT),Model-defined other land; no forest suitability is implied
Base_v12,RE1,2023,LAND,ENV_LAND,4,barren_or_savannah,10<sup>3</sup>km<sup>2</sup>,0.0,activity(LNDBARTOT),Model-defined barren or savannah land state
Base_v12,RE1,2023,LAND,ENV_LAND,5,built_up_land,10<sup>3</sup>km<sup>2</sup>,0.804,activity(LNDBLTTOT),Model-defined built-up land state
Base_v12,RE1,2023,LAND,ENV_LAND,6,inland_water_bodies,10<sup>3</sup>km<sup>2</sup>,1.5984,activity(LNDWATTOT),Land-cover area classified as water bodies
Base_v12,RE1,2023,LAND,ENV_LAND,7,cropland,10<sup>3</sup>km<sup>2</sup>,118.86,activity(LNDRCPHITOT) + activity(LNDRCPHRTOT) + activity(LNDRCPLITOT) + activity(LNDRCPLRTOT) + activity(LNDCONHITOT) + activity(LNDCONHRTOT) + activity(LNDCONLITOT) + activity(LNDCONLRTOT) + activity(LNDMZEHITOT) + activity(LNDMZEHRTOT) + activity(LNDMZELITOT) + activity(LNDMZELRTOT) + activity(LNDTOMHITOT) + activity(LNDTOMHRTOT) + activity(LNDTOMLITOT) + activity(LNDTOMLRTOT) + activity(LNDSGCHITOT) + activity(LNDSGCHRTOT) + activity(LNDSGCLITOT) + activity(LNDSGCLRTOT) + activity(LNDOTHHITOT) + activity(LNDOTHHRTOT) + activity(LNDOTHLITOT) + activity(LNDOTHLRTOT),Sum of the 24 modeled crop-land production options
Base_v12,RE1,2023,LAND,ENV_LAND,8,unallocated_modeled_land,10<sup>3</sup>km<sup>2</sup>,0.0008999999998877684,production(PHL_LND) - use(PHL_LND),Modeled total-land production less all modeled PHL_LND use; small positive or negative values inside the declared tolerance are CSV rounding
Base_v12,RE1,2024,WATER,ENV_WATER,1,water_vapor_returned,10<sup>9</sup>m<sup>3</sup>,399.10969999999986,production(PHL_WTR_EVT) - use(PHL_WTR_EVT),Evapotranspiration returned to the atmosphere
Base_v12,RE1,2024,WATER,ENV_WATER,2,modeled_raw_groundwater_remaining,10<sup>9</sup>m<sup>3</sup>,20.43440000000003,production(PHL_WTR_GWT) - use(PHL_WTR_GWT),Modeled raw groundwater production less modeled raw groundwater use; not a sustainable-yield estimate
Base_v12,RE1,2024,WATER,ENV_WATER,3,modeled_raw_surface_water_remaining,10<sup>9</sup>m<sup>3</sup>,257.5723000000001,production(PHL_WTR_SUR) - use(PHL_WTR_SUR),Modeled raw surface-water production less modeled raw surface-water use; not an environmental-flow reserve
Base_v12,RE1,2024,WATER_SUMMARY,ENV_WATER_DERIVED,,modeled_raw_liquid_water_remaining,10<sup>9</sup>m<sup>3</sup>,278.00670000000014,ENV_WATER mode 2 modeled raw groundwater remaining + mode 3 modeled raw surface water remaining,Derived liquid-water total; excludes mode 1 water vapor
Base_v12,RE1,2024,LAND,ENV_LAND,1,forest,10<sup>3</sup>km<sup>2</sup>,172.8074,activity(LNDFORTOT),Model-defined forest land state
Base_v12,RE1,2024,LAND,ENV_LAND,2,grassland,10<sup>3</sup>km<sup>2</sup>,0.0,activity(LNDGRSTOT),Model-defined grassland state
Base_v12,RE1,2024,LAND,ENV_LAND,3,other_land,10<sup>3</sup>km<sup>2</sup>,0.0,activity(LNDOTHTOT),Model-defined other land; no forest suitability is implied
Base_v12,RE1,2024,LAND,ENV_LAND,4,barren_or_savannah,10<sup>3</sup>km<sup>2</sup>,0.0,activity(LNDBARTOT),Model-defined barren or savannah land state
Base_v12,RE1,2024,LAND,ENV_LAND,5,built_up_land,10<sup>3</sup>km<sup>2</sup>,0.8154,activity(LNDBLTTOT),Model-defined built-up land state
Base_v12,RE1,2024,LAND,ENV_LAND,6,inland_water_bodies,10<sup>3</sup>km<sup>2</sup>,1.5984,activity(LNDWATTOT),Land-cover area classified as water bodies
Base_v12,RE1,2024,LAND,ENV_LAND,7,cropland,10<sup>3</sup>km<sup>2</sup>,120.5919,activity(LNDRCPHITOT) + activity(LNDRCPHRTOT) + activity(LNDRCPLITOT) + activity(LNDRCPLRTOT) + activity(LNDCONHITOT) + activity(LNDCONHRTOT) + activity(LNDCONLITOT) + activity(LNDCONLRTOT) + activity(LNDMZEHITOT) + activity(LNDMZEHRTOT) + activity(LNDMZELITOT) + activity(LNDMZELRTOT) + activity(LNDTOMHITOT) + activity(LNDTOMHRTOT) + activity(LNDTOMLITOT) + activity(LNDTOMLRTOT) + activity(LNDSGCHITOT) + activity(LNDSGCHRTOT) + activity(LNDSGCLITOT) + activity(LNDSGCLRTOT) + activity(LNDOTHHITOT) + activity(LNDOTHHRTOT) + activity(LNDOTHLITOT) + activity(LNDOTHLRTOT),Sum of the 24 modeled crop-land production options
Base_v12,RE1,2024,LAND,ENV_LAND,8,unallocated_modeled_land,10<sup>3</sup>km<sup>2</sup>,5.684341886080802e-14,production(PHL_LND) - use(PHL_LND),Modeled total-land production less all modeled PHL_LND use; small positive or negative values inside the declared tolerance are CSV rounding
Base_v12,RE1,2025,WATER,ENV_WATER,1,water_vapor_returned,10<sup>9</sup>m<sup>3</sup>,397.6488,production(PHL_WTR_EVT) - use(PHL_WTR_EVT),Evapotranspiration returned to the atmosphere
Base_v12,RE1,2025,WATER,ENV_WATER,2,modeled_raw_groundwater_remaining,10<sup>9</sup>m<sup>3</sup>,20.47600000000003,production(PHL_WTR_GWT) - use(PHL_WTR_GWT),Modeled raw groundwater production less modeled raw groundwater use; not a sustainable-yield estimate
Base_v12,RE1,2025,WATER,ENV_WATER,3,modeled_raw_surface_water_remaining,10<sup>9</sup>m<sup>3</sup>,266.2455,production(PHL_WTR_SUR) - use(PHL_WTR_SUR),Modeled raw surface-water production less modeled raw surface-water use; not an environmental-flow reserve
Base_v12,RE1,2025,WATER_SUMMARY,ENV_WATER_DERIVED,,modeled_raw_liquid_water_remaining,10<sup>9</sup>m<sup>3</sup>,286.72150000000005,ENV_WATER mode 2 modeled raw groundwater remaining + mode 3 modeled raw surface water remaining,Derived liquid-water total; excludes mode 1 water vapor
Base_v12,RE1,2025,LAND,ENV_LAND,1,forest,10<sup>3</sup>km<sup>2</sup>,171.0469,activity(LNDFORTOT),Model-defined forest land state
Base_v12,RE1,2025,LAND,ENV_LAND,2,grassland,10<sup>3</sup>km<sup>2</sup>,0.0,activity(LNDGRSTOT),Model-defined grassland state
Base_v12,RE1,2025,LAND,ENV_LAND,3,other_land,10<sup>3</sup>km<sup>2</sup>,0.0,activity(LNDOTHTOT),Model-defined other land; no forest suitability is implied
Base_v12,RE1,2025,LAND,ENV_LAND,4,barren_or_savannah,10<sup>3</sup>km<sup>2</sup>,0.0,activity(LNDBARTOT),Model-defined barren or savannah land state
Base_v12,RE1,2025,LAND,ENV_LAND,5,built_up_land,10<sup>3</sup>km<sup>2</sup>,0.8268,activity(LNDBLTTOT),Model-defined built-up land state
Base_v12,RE1,2025,LAND,ENV_LAND,6,inland_water_bodies,10<sup>3</sup>km<sup>2</sup>,1.5984,activity(LNDWATTOT),Land-cover area classified as water bodies
Base_v12,RE1,2025,LAND,ENV_LAND,7,cropland,10<sup>3</sup>km<sup>2</sup>,122.34100000000001,activity(LNDRCPHITOT) + activity(LNDRCPHRTOT) + activity(LNDRCPLITOT) + activity(LNDRCPLRTOT) + activity(LNDCONHITOT) + activity(LNDCONHRTOT) + activity(LNDCONLITOT) + activity(LNDCONLRTOT) + activity(LNDMZEHITOT) + activity(LNDMZEHRTOT) + activity(LNDMZELITOT) + activity(LNDMZELRTOT) + activity(LNDTOMHITOT) + activity(LNDTOMHRTOT) + activity(LNDTOMLITOT) + activity(LNDTOMLRTOT) + activity(LNDSGCHITOT) + activity(LNDSGCHRTOT) + activity(LNDSGCLITOT) + activity(LNDSGCLRTOT) + activity(LNDOTHHITOT) + activity(LNDOTHHRTOT) + activity(LNDOTHLITOT) + activity(LNDOTHLRTOT),Sum of the 24 modeled crop-land production options
Base_v12,RE1,2025,LAND,ENV_LAND,8,unallocated_modeled_land,10<sup>3</sup>km<sup>2</sup>,0.0015000000002487468,production(PHL_LND) - use(PHL_LND),Modeled total-land production less all modeled PHL_LND use; small positive or negative values inside the declared tolerance are CSV rounding
Base_v12,RE1,2026,WATER,ENV_WATER,1,water_vapor_returned,10<sup>9</sup>m<sup>3</sup>,396.2885000000001,production(PHL_WTR_EVT) - use(PHL_WTR_EVT),Evapotranspiration returned to the atmosphere
Base_v12,RE1,2026,WATER,ENV_WATER,2,modeled_raw_groundwater_remaining,10<sup>9</sup>m<sup>3</sup>,20.514799999999997,production(PHL_WTR_GWT) - use(PHL_WTR_GWT),Modeled raw groundwater production less modeled raw groundwater use; not a sustainable-yield estimate
Base_v12,RE1,2026,WATER,ENV_WATER,3,modeled_raw_surface_water_remaining,10<sup>9</sup>m<sup>3</sup>,266.7954999999998,production(PHL_WTR_SUR) - use(PHL_WTR_SUR),Modeled raw surface-water production less modeled raw surface-water use; not an environmental-flow reserve
Base_v12,RE1,2026,WATER_SUMMARY,ENV_WATER_DERIVED,,modeled_raw_liquid_water_remaining,10<sup>9</sup>m<sup>3</sup>,287.31029999999976,ENV_WATER mode 2 modeled raw groundwater remaining + mode 3 modeled raw surface water remaining,Derived liquid-water total; excludes mode 1 water vapor
Base_v12,RE1,2026,LAND,ENV_LAND,1,forest,10<sup>3</sup>km<sup>2</sup>,169.4011,activity(LNDFORTOT),Model-defined forest land state
Base_v12,RE1,2026,LAND,ENV_LAND,2,grassland,10<sup>3</sup>km<sup>2</sup>,0.0,activity(LNDGRSTOT),Model-defined grassland state
Base_v12,RE1,2026,LAND,ENV_LAND,3,other_land,10<sup>3</sup>km<sup>2</sup>,0.0,activity(LNDOTHTOT),Model-defined other land; no forest suitability is implied
Base_v12,RE1,2026,LAND,ENV_LAND,4,barren_or_savannah,10<sup>3</sup>km<sup>2</sup>,0.0,activity(LNDBARTOT),Model-defined barren or savannah land state
Base_v12,RE1,2026,LAND,ENV_LAND,5,built_up_land,10<sup>3</sup>km<sup>2</sup>,0.8373,activity(LNDBLTTOT),Model-defined built-up land state
Base_v12,RE1,2026,LAND,ENV_LAND,6,inland_water_bodies,10<sup>3</sup>km<sup>2</sup>,1.5984,activity(LNDWATTOT),Land-cover area classified as water bodies
Base_v12,RE1,2026,LAND,ENV_LAND,7,cropland,10<sup>3</sup>km<sup>2</sup>,123.9763,activity(LNDRCPHITOT) + activity(LNDRCPHRTOT) + activity(LNDRCPLITOT) + activity(LNDRCPLRTOT) + activity(LNDCONHITOT) + activity(LNDCONHRTOT) + activity(LNDCONLITOT) + activity(LNDCONLRTOT) + activity(LNDMZEHITOT) + activity(LNDMZEHRTOT) + activity(LNDMZELITOT) + activity(LNDMZELRTOT) + activity(LNDTOMHITOT) + activity(LNDTOMHRTOT) + activity(LNDTOMLITOT) + activity(LNDTOMLRTOT) + activity(LNDSGCHITOT) + activity(LNDSGCHRTOT) + activity(LNDSGCLITOT) + activity(LNDSGCLRTOT) + activity(LNDOTHHITOT) + activity(LNDOTHHRTOT) + activity(LNDOTHLITOT) + activity(LNDOTHLRTOT),Sum of the 24 modeled crop-land production options
Base_v12,RE1,2026,LAND,ENV_LAND,8,unallocated_modeled_land,10<sup>3</sup>km<sup>2</sup>,0.002499999999429292,production(PHL_LND) - use(PHL_LND),Modeled total-land production less all modeled PHL_LND use; small positive or negative values inside the declared tolerance are CSV rounding
Base_v12,RE1,2027,WATER,ENV_WATER,1,water_vapor_returned,10<sup>9</sup>m<sup>3</sup>,394.9291000000005,production(PHL_WTR_EVT) - use(PHL_WTR_EVT),Evapotranspiration returned to the atmosphere
Base_v12,RE1,2027,WATER,ENV_WATER,2,modeled_raw_groundwater_remaining,10<sup>9</sup>m<sup>3</sup>,20.552700000000016,production(PHL_WTR_GWT) - use(PHL_WTR_GWT),Modeled raw groundwater production less modeled raw groundwater use; not a sustainable-yield estimate
Base_v12,RE1,2027,WATER,ENV_WATER,3,modeled_raw_surface_water_remaining,10<sup>9</sup>m<sup>3</sup>,267.36160000000007,production(PHL_WTR_SUR) - use(PHL_WTR_SUR),Modeled raw surface-water production less modeled raw surface-water use; not an environmental-flow reserve
Base_v12,RE1,2027,WATER_SUMMARY,ENV_WATER_DERIVED,,modeled_raw_liquid_water_remaining,10<sup>9</sup>m<sup>3</sup>,287.9143000000001,ENV_WATER mode 2 modeled raw groundwater remaining + mode 3 modeled raw surface water remaining,Derived liquid-water total; excludes mode 1 water vapor
Base_v12,RE1,2027,LAND,ENV_LAND,1,forest,10<sup>3</sup>km<sup>2</sup>,167.7554,activity(LNDFORTOT),Model-defined forest land state
Base_v12,RE1,2027,LAND,ENV_LAND,2,grassland,10<sup>3</sup>km<sup>2</sup>,0.0,activity(LNDGRSTOT),Model-defined grassland state
Base_v12,RE1,2027,LAND,ENV_LAND,3,other_land,10<sup>3</sup>km<sup>2</sup>,0.0,activity(LNDOTHTOT),Model-defined other land; no forest suitability is implied
Base_v12,RE1,2027,LAND,ENV_LAND,4,barren_or_savannah,10<sup>3</sup>km<sup>2</sup>,0.0,activity(LNDBARTOT),Model-defined barren or savannah land state
Base_v12,RE1,2027,LAND,ENV_LAND,5,built_up_land,10<sup>3</sup>km<sup>2</sup>,0.8479,activity(LNDBLTTOT),Model-defined built-up land state
Base_v12,RE1,2027,LAND,ENV_LAND,6,inland_water_bodies,10<sup>3</sup>km<sup>2</sup>,1.5984,activity(LNDWATTOT),Land-cover area classified as water bodies
Base_v12,RE1,2027,LAND,ENV_LAND,7,cropland,10<sup>3</sup>km<sup>2</sup>,125.6115,activity(LNDRCPHITOT) + activity(LNDRCPHRTOT) + activity(LNDRCPLITOT) + activity(LNDRCPLRTOT) + activity(LNDCONHITOT) + activity(LNDCONHRTOT) + activity(LNDCONLITOT) + activity(LNDCONLRTOT) + activity(LNDMZEHITOT) + activity(LNDMZEHRTOT) + activity(LNDMZELITOT) + activity(LNDMZELRTOT) + activity(LNDTOMHITOT) + activity(LNDTOMHRTOT) + activity(LNDTOMLITOT) + activity(LNDTOMLRTOT) + activity(LNDSGCHITOT) + activity(LNDSGCHRTOT) + activity(LNDSGCLITOT) + activity(LNDSGCLRTOT) + activity(LNDOTHHITOT) + activity(LNDOTHHRTOT) + activity(LNDOTHLITOT) + activity(LNDOTHLRTOT),Sum of the 24 modeled crop-land production options
Base_v12,RE1,2027,LAND,ENV_LAND,8,unallocated_modeled_land,10<sup>3</sup>km<sup>2</sup>,-1.1368683772161603e-13,production(PHL_LND) - use(PHL_LND),Modeled total-land production less all modeled PHL_LND use; small positive or negative values inside the declared tolerance are CSV rounding
Base_v12,RE1,2028,WATER,ENV_WATER,1,water_vapor_returned,10<sup>9</sup>m<sup>3</sup>,393.56619999999964,production(PHL_WTR_EVT) - use(PHL_WTR_EVT),Evapotranspiration returned to the atmosphere
Base_v12,RE1,2028,WATER,ENV_WATER,2,modeled_raw_groundwater_remaining,10<sup>9</sup>m<sup>3</sup>,20.58940000000004,production(PHL_WTR_GWT) - use(PHL_WTR_GWT),Modeled raw groundwater production less modeled raw groundwater use; not a sustainable-yield estimate
Base_v12,RE1,2028,WATER,ENV_WATER,3,modeled_raw_surface_water_remaining,10<sup>9</sup>m<sup>3</sup>,267.8666999999999,production(PHL_WTR_SUR) - use(PHL_WTR_SUR),Modeled raw surface-water production less modeled raw surface-water use; not an environmental-flow reserve
Base_v12,RE1,2028,WATER_SUMMARY,ENV_WATER_DERIVED,,modeled_raw_liquid_water_remaining,10<sup>9</sup>m<sup>3</sup>,288.4561,ENV_WATER mode 2 modeled raw groundwater remaining + mode 3 modeled raw surface water remaining,Derived liquid-water total; excludes mode 1 water vapor
Base_v12,RE1,2028,LAND,ENV_LAND,1,forest,10<sup>3</sup>km<sup>2</sup>,166.1096,activity(LNDFORTOT),Model-defined forest land state
Base_v12,RE1,2028,LAND,ENV_LAND,2,grassland,10<sup>3</sup>km<sup>2</sup>,0.0,activity(LNDGRSTOT),Model-defined grassland state
Base_v12,RE1,2028,LAND,ENV_LAND,3,other_land,10<sup>3</sup>km<sup>2</sup>,0.0,activity(LNDOTHTOT),Model-defined other land; no forest suitability is implied
Base_v12,RE1,2028,LAND,ENV_LAND,4,barren_or_savannah,10<sup>3</sup>km<sup>2</sup>,0.0,activity(LNDBARTOT),Model-defined barren or savannah land state
Base_v12,RE1,2028,LAND,ENV_LAND,5,built_up_land,10<sup>3</sup>km<sup>2</sup>,0.8585,activity(LNDBLTTOT),Model-defined built-up land state
Base_v12,RE1,2028,LAND,ENV_LAND,6,inland_water_bodies,10<sup>3</sup>km<sup>2</sup>,1.5984,activity(LNDWATTOT),Land-cover area classified as water bodies
