source_id,provider,product,edition,reference_period,geography,variable,source_unit,exact_locator,url,access_date,license,sha256,local_file,notes
SRC_PDP_2023_2028_CH12,National Economic and Development Authority,Philippine Development Plan 2023-2028 Chapter 12: Expand and Upgrade Infrastructure,PDP 2023-2028,National planning benchmark,Philippines,Annual freshwater potential 146.0 billion m3 including 20.2 billion m3 groundwater; about 2.0 billion m3 domestic/municipal groundwater,billion m3/year,"Chapter 12, page 261",https://pdp.neda.gov.ph/wp-content/uploads/2023/07/Chapter-12.pdf,2026-08-04,Philippine government publication,,,Independent national cross-check for the groundwater potential; not an aquifer-stock estimate.
SRC_PSA_WATER_ACCOUNTS_2020,Philippine Statistics Authority,Water Accounts of the Philippines special release,Reference 2021-420,2010-2020; release 2021-10-08,Philippines,2020 abstraction 218.46 bcm; 98.1 percent average surface share and 1.9 percent groundwater share; sector shares; water stress 26.7 percent,billion m3/year; percent,"Release text and Tables 1.1-1.11, 3 and 4",https://psa.gov.ph/content/countrys-overall-water-use-efficiency-decreased-while-water-stress-remains-low-level,2026-08-04,Philippine government publication,,,Benchmark only. The abstraction boundary includes large non-consumptive hydropower and is not used as either installed ceiling.
SRC_PIDS_REGIONAL_WATER,Philippine Institute for Development Studies,Development Research News regional water-resource table,2011 issue,Historical regional planning estimates,Philippine water-resource regions,"Regional components of national groundwater potential including Cagayan Valley 2.825, Eastern Visayas 2.557 and Central Visayas 0.879",km3/year,Regional water-resource table in pidsdrn11-3.pdf,https://pidswebs.pids.gov.ph/CDN/PUBLICATIONS/pidsdrn11-3.pdf,2026-08-04,PIDS publication terms,,,Older planning cross-check only; not mapped to the eight non-geographic model coefficient classes.
SRC_PIDS_METRO_CEBU_GW,Philippine Institute for Development Studies,Metro Manila and Metro Cebu Groundwater Assessment,study landing page,Local study evidence,Metro Manila and Metro Cebu,Metro Manila recharge estimate about 206 million m3/year; Cebu recharge and saltwater-intrusion constraints,million m3/year; qualitative risk,Publication landing page and linked report,https://serp-p.pids.gov.ph/publication/public/view?slug=metro-manila-and-metro-cebu-groundwater-assessment,2026-08-04,PIDS publication terms,,,Local calibration lead showing why a national potential flow cannot initialize aquifer stocks or local limits.
SRC_MGB_REGIONAL_GW,"Mines and Geosciences Bureau, DENR",Regional Groundwater Availability feature layer,ArcGIS FeatureServer layer 0,Current service at access,Philippines,Categorical aquifer productivity and potential-recharge classes,categorical polygons,"FeatureServer/0 fields CODE, GenDesc, Category and DetailedDesc; EPSG 3857",https://controlmap.mgb.gov.ph/arcgis/rest/services/GeospatialDataInventory/GDI_Regional_Groundwater_Availability/FeatureServer/0,2026-08-04,Philippine government geospatial service,,,Spatial screening only. The layer does not provide aquifer stock or a national annual safe-yield right-hand side.
SRC_FAO_AQUASTAT_METHOD,Food and Agriculture Organization of the United Nations,AQUASTAT water-resources methodology,current at access,Water-resource accounting concepts,Global,"Renewable, exploitable and available water-resource distinctions",methodology,Water resources methodology overview,https://www.fao.org/aquastat/en/overview/methodology/water-resources/,2026-08-04,FAO publication terms,,,"Supports the boundary warning that renewable potential is not necessarily fully exploitable, dependable or environmentally available."
SRC_CLEWS_PHL_GEOSPATIAL,EAPD-DRB,CLEWs-PHL Philippines v12 geospatial companion artifacts,Philippines_v12_CLEWs_build,Inherited land-water coefficient build,Philippines,"National boundary, cluster map image and eight-row land-cover, precipitation, evapotranspiration and crop-water-deficit summaries",mixed spatial/model units,Philippines_v12_CLEWs_build/geospatial directory,https://github.com/EAPD-DRB/CLEWs-PHL/tree/main/Philippines_v12_CLEWs_build/geospatial,2026-08-04,Repository license,,,Companion reproduction evidence only. Cell-level cluster membership geometry is absent and is not required for the whole-country formulation.
SRC_MUIO_FORMULATION,OSeMOSYS / MUIOGO,Local OSeMOSYS solver formulation,model.v.5.4,Model horizon 2020-2053,Generic formulation used by Philippines_v15,EBb4 annual commodity balance and UDC1/UDC2 user-defined constraint equations,algebraic formulation,snapshots/model.v.5.4.txt; EBb4_EnergyBalanceEachYear4 and UDC1_UserDefinedConstraintInequality,https://github.com/OSeMOSYS/MUIO,2026-08-04,Repository license,537d448b0252097065e47b84a72b1ec6dd008bb3bf6f84fce42ee377fc179736,snapshots/model.v.5.4.txt,Hash matches the formulation recorded in the national-water manifest.
SRC_PHL_V15_MANIFEST,MUIOGO Philippines v15 workflow,National water generation manifest,2026-08-04,2020-2053,Philippines,"Source hashes, classifications, full-precision annual climate factors, UCC series, exactness proof and limitations",mixed model units and status,snapshots/national_water_manifest.json,,2026-08-04,Repository license,782eec01b88284d3a3ff322e00248bf349181941b463b07c844f66fb576c5436,snapshots/national_water_manifest.json,Authoritative source-generation trace for the implemented v15 delta.
SRC_PHL_V15_VALIDATION,MUIOGO Philippines v15 workflow,National water validation report,2026-08-04,BASE_V15 versus BASE_V14,Philippines,"Identity, source fingerprints, generated matrix, solver status, objective, regression and closure checks",status; seconds; model units,snapshots/national_water_validation.json,,2026-08-04,Repository license,e5eae7ad63603b26fbef1f826142086c1aaf3c0dc3c54265beac0e91d71821ea,snapshots/national_water_validation.json,CBC was solved in the full live validation; the short-name migration independently rechecked the preserved LP and ledger.
SRC_PHL_V15_LEDGER,MUIOGO Philippines v15 workflow,Authoritative full-precision national water ledger,2026-08-04,2020-2053,Philippines,"Precipitation, modeled surface production, recharge, withdrawals, UDC caps, residuals and duals",km3/year unless stated,snapshots/national_water_ledger.json; annual array,,2026-08-04,Repository license,274aad558bbeeb7d0dfd7695c09cf18a3297799e3e382203991791bfe7bc0610,snapshots/national_water_ledger.json,Supersedes display-rounded or arbitrary ENV_WATER activity for publication.
