run,region,year,domain,reporter,mode,account,unit,value,equation,interpretation
Base_v12,RE1,2021,WATER_SUMMARY,ENV_WATER_REFERENCE_DERIVED,,modeled_raw_liquid_water_remaining,10<sup>9</sup>m<sup>3</sup>,278.62139999999994,ENV_WATER mode 2 modeled raw groundwater remaining + mode 3 modeled raw surface water remaining,Derived liquid-water total; excludes mode 1 water vapor
Base_v12,RE1,2021,LAND,ENV_LAND,1,forest,10<sup>3</sup>km<sup>2</sup>,178.0382,activity(ENV_LAND mode 1),Model-defined forest land state
Base_v12,RE1,2021,LAND,ENV_LAND,2,grassland,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 2),Model-defined grassland state
Base_v12,RE1,2021,LAND,ENV_LAND,3,other_land,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 3),Model-defined other land; no forest suitability is implied
Base_v12,RE1,2021,LAND,ENV_LAND,4,barren_or_savannah,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 4),Model-defined barren or savannah land state
Base_v12,RE1,2021,LAND,ENV_LAND,5,built_up_land,10<sup>3</sup>km<sup>2</sup>,0.7812,activity(ENV_LAND mode 5),Model-defined built-up land state
Base_v12,RE1,2021,LAND,ENV_LAND,6,inland_water_bodies,10<sup>3</sup>km<sup>2</sup>,1.5984,activity(ENV_LAND mode 6),Land-cover area classified as water bodies
Base_v12,RE1,2021,LAND,ENV_LAND,7,cropland,10<sup>3</sup>km<sup>2</sup>,115.3953,activity(ENV_LAND mode 7),Sum of the 24 modeled crop-land production options
Base_v12,RE1,2021,LAND,ENV_LAND,8,unallocated_modeled_land,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 8),Modeled total-land production less all modeled PHL_LND use; small positive or negative values inside the declared tolerance are CSV rounding
Base_v12,RE1,2022,WATER,ENV_WATER_REFERENCE,1,water_vapor_returned,10<sup>9</sup>m<sup>3</sup>,402.0238999999997,production(PHL_WTR_EVT) - ordinary use(PHL_WTR_EVT; excluding ENV_WATER),Evapotranspiration returned to the atmosphere
Base_v12,RE1,2022,WATER,ENV_WATER_REFERENCE,2,modeled_raw_groundwater_remaining,10<sup>9</sup>m<sup>3</sup>,20.354400000000005,production(PHL_WTR_GWT) - ordinary use(PHL_WTR_GWT; excluding ENV_WATER),Modeled raw groundwater production less modeled raw groundwater use; not a sustainable-yield estimate
Base_v12,RE1,2022,WATER,ENV_WATER_REFERENCE,3,modeled_raw_surface_water_remaining,10<sup>9</sup>m<sup>3</sup>,257.04170000000016,production(PHL_WTR_SUR) - ordinary use(PHL_WTR_SUR; excluding ENV_WATER),Modeled raw surface-water production less modeled raw surface-water use; not an environmental-flow reserve
Base_v12,RE1,2022,WATER_SUMMARY,ENV_WATER_REFERENCE_DERIVED,,modeled_raw_liquid_water_remaining,10<sup>9</sup>m<sup>3</sup>,277.39610000000016,ENV_WATER mode 2 modeled raw groundwater remaining + mode 3 modeled raw surface water remaining,Derived liquid-water total; excludes mode 1 water vapor
Base_v12,RE1,2022,LAND,ENV_LAND,1,forest,10<sup>3</sup>km<sup>2</sup>,176.2946,activity(ENV_LAND mode 1),Model-defined forest land state
Base_v12,RE1,2022,LAND,ENV_LAND,2,grassland,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 2),Model-defined grassland state
Base_v12,RE1,2022,LAND,ENV_LAND,3,other_land,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 3),Model-defined other land; no forest suitability is implied
Base_v12,RE1,2022,LAND,ENV_LAND,4,barren_or_savannah,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 4),Model-defined barren or savannah land state
Base_v12,RE1,2022,LAND,ENV_LAND,5,built_up_land,10<sup>3</sup>km<sup>2</sup>,0.7926,activity(ENV_LAND mode 5),Model-defined built-up land state
Base_v12,RE1,2022,LAND,ENV_LAND,6,inland_water_bodies,10<sup>3</sup>km<sup>2</sup>,1.5984,activity(ENV_LAND mode 6),Land-cover area classified as water bodies
Base_v12,RE1,2022,LAND,ENV_LAND,7,cropland,10<sup>3</sup>km<sup>2</sup>,117.1275,activity(ENV_LAND mode 7),Sum of the 24 modeled crop-land production options
Base_v12,RE1,2022,LAND,ENV_LAND,8,unallocated_modeled_land,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 8),Modeled total-land production less all modeled PHL_LND use; small positive or negative values inside the declared tolerance are CSV rounding
Base_v12,RE1,2023,WATER,ENV_WATER_REFERENCE,1,water_vapor_returned,10<sup>9</sup>m<sup>3</sup>,400.56619999999896,production(PHL_WTR_EVT) - ordinary use(PHL_WTR_EVT; excluding ENV_WATER),Evapotranspiration returned to the atmosphere
Base_v12,RE1,2023,WATER,ENV_WATER_REFERENCE,2,modeled_raw_groundwater_remaining,10<sup>9</sup>m<sup>3</sup>,20.395099999999978,production(PHL_WTR_GWT) - ordinary use(PHL_WTR_GWT; excluding ENV_WATER),Modeled raw groundwater production less modeled raw groundwater use; not a sustainable-yield estimate
Base_v12,RE1,2023,WATER,ENV_WATER_REFERENCE,3,modeled_raw_surface_water_remaining,10<sup>9</sup>m<sup>3</sup>,258.4022999999999,production(PHL_WTR_SUR) - ordinary use(PHL_WTR_SUR; excluding ENV_WATER),Modeled raw surface-water production less modeled raw surface-water use; not an environmental-flow reserve
Base_v12,RE1,2023,WATER_SUMMARY,ENV_WATER_REFERENCE_DERIVED,,modeled_raw_liquid_water_remaining,10<sup>9</sup>m<sup>3</sup>,278.79739999999987,ENV_WATER mode 2 modeled raw groundwater remaining + mode 3 modeled raw surface water remaining,Derived liquid-water total; excludes mode 1 water vapor
Base_v12,RE1,2023,LAND,ENV_LAND,1,forest,10<sup>3</sup>km<sup>2</sup>,174.551,activity(ENV_LAND mode 1),Model-defined forest land state
Base_v12,RE1,2023,LAND,ENV_LAND,2,grassland,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 2),Model-defined grassland state
Base_v12,RE1,2023,LAND,ENV_LAND,3,other_land,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 3),Model-defined other land; no forest suitability is implied
Base_v12,RE1,2023,LAND,ENV_LAND,4,barren_or_savannah,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 4),Model-defined barren or savannah land state
Base_v12,RE1,2023,LAND,ENV_LAND,5,built_up_land,10<sup>3</sup>km<sup>2</sup>,0.804,activity(ENV_LAND mode 5),Model-defined built-up land state
Base_v12,RE1,2023,LAND,ENV_LAND,6,inland_water_bodies,10<sup>3</sup>km<sup>2</sup>,1.5984,activity(ENV_LAND mode 6),Land-cover area classified as water bodies
Base_v12,RE1,2023,LAND,ENV_LAND,7,cropland,10<sup>3</sup>km<sup>2</sup>,118.8597,activity(ENV_LAND mode 7),Sum of the 24 modeled crop-land production options
Base_v12,RE1,2023,LAND,ENV_LAND,8,unallocated_modeled_land,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 8),Modeled total-land production less all modeled PHL_LND use; small positive or negative values inside the declared tolerance are CSV rounding
Base_v12,RE1,2024,WATER,ENV_WATER_REFERENCE,1,water_vapor_returned,10<sup>9</sup>m<sup>3</sup>,399.1097,production(PHL_WTR_EVT) - ordinary use(PHL_WTR_EVT; excluding ENV_WATER),Evapotranspiration returned to the atmosphere
Base_v12,RE1,2024,WATER,ENV_WATER_REFERENCE,2,modeled_raw_groundwater_remaining,10<sup>9</sup>m<sup>3</sup>,20.43440000000001,production(PHL_WTR_GWT) - ordinary use(PHL_WTR_GWT; excluding ENV_WATER),Modeled raw groundwater production less modeled raw groundwater use; not a sustainable-yield estimate
Base_v12,RE1,2024,WATER,ENV_WATER_REFERENCE,3,modeled_raw_surface_water_remaining,10<sup>9</sup>m<sup>3</sup>,257.57230000000015,production(PHL_WTR_SUR) - ordinary use(PHL_WTR_SUR; excluding ENV_WATER),Modeled raw surface-water production less modeled raw surface-water use; not an environmental-flow reserve
Base_v12,RE1,2024,WATER_SUMMARY,ENV_WATER_REFERENCE_DERIVED,,modeled_raw_liquid_water_remaining,10<sup>9</sup>m<sup>3</sup>,278.00670000000014,ENV_WATER mode 2 modeled raw groundwater remaining + mode 3 modeled raw surface water remaining,Derived liquid-water total; excludes mode 1 water vapor
Base_v12,RE1,2024,LAND,ENV_LAND,1,forest,10<sup>3</sup>km<sup>2</sup>,172.8074,activity(ENV_LAND mode 1),Model-defined forest land state
Base_v12,RE1,2024,LAND,ENV_LAND,2,grassland,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 2),Model-defined grassland state
Base_v12,RE1,2024,LAND,ENV_LAND,3,other_land,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 3),Model-defined other land; no forest suitability is implied
Base_v12,RE1,2024,LAND,ENV_LAND,4,barren_or_savannah,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 4),Model-defined barren or savannah land state
Base_v12,RE1,2024,LAND,ENV_LAND,5,built_up_land,10<sup>3</sup>km<sup>2</sup>,0.8154,activity(ENV_LAND mode 5),Model-defined built-up land state
Base_v12,RE1,2024,LAND,ENV_LAND,6,inland_water_bodies,10<sup>3</sup>km<sup>2</sup>,1.5984,activity(ENV_LAND mode 6),Land-cover area classified as water bodies
Base_v12,RE1,2024,LAND,ENV_LAND,7,cropland,10<sup>3</sup>km<sup>2</sup>,120.592,activity(ENV_LAND mode 7),Sum of the 24 modeled crop-land production options
Base_v12,RE1,2024,LAND,ENV_LAND,8,unallocated_modeled_land,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 8),Modeled total-land production less all modeled PHL_LND use; small positive or negative values inside the declared tolerance are CSV rounding
Base_v12,RE1,2025,WATER,ENV_WATER_REFERENCE,1,water_vapor_returned,10<sup>9</sup>m<sup>3</sup>,397.6487,production(PHL_WTR_EVT) - ordinary use(PHL_WTR_EVT; excluding ENV_WATER),Evapotranspiration returned to the atmosphere
Base_v12,RE1,2025,WATER,ENV_WATER_REFERENCE,2,modeled_raw_groundwater_remaining,10<sup>9</sup>m<sup>3</sup>,20.476100000000006,production(PHL_WTR_GWT) - ordinary use(PHL_WTR_GWT; excluding ENV_WATER),Modeled raw groundwater production less modeled raw groundwater use; not a sustainable-yield estimate
Base_v12,RE1,2025,WATER,ENV_WATER_REFERENCE,3,modeled_raw_surface_water_remaining,10<sup>9</sup>m<sup>3</sup>,266.2459000000001,production(PHL_WTR_SUR) - ordinary use(PHL_WTR_SUR; excluding ENV_WATER),Modeled raw surface-water production less modeled raw surface-water use; not an environmental-flow reserve
Base_v12,RE1,2025,WATER_SUMMARY,ENV_WATER_REFERENCE_DERIVED,,modeled_raw_liquid_water_remaining,10<sup>9</sup>m<sup>3</sup>,286.72200000000015,ENV_WATER mode 2 modeled raw groundwater remaining + mode 3 modeled raw surface water remaining,Derived liquid-water total; excludes mode 1 water vapor
Base_v12,RE1,2025,LAND,ENV_LAND,1,forest,10<sup>3</sup>km<sup>2</sup>,171.0469,activity(ENV_LAND mode 1),Model-defined forest land state
Base_v12,RE1,2025,LAND,ENV_LAND,2,grassland,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 2),Model-defined grassland state
Base_v12,RE1,2025,LAND,ENV_LAND,3,other_land,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 3),Model-defined other land; no forest suitability is implied
Base_v12,RE1,2025,LAND,ENV_LAND,4,barren_or_savannah,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 4),Model-defined barren or savannah land state
Base_v12,RE1,2025,LAND,ENV_LAND,5,built_up_land,10<sup>3</sup>km<sup>2</sup>,0.8268,activity(ENV_LAND mode 5),Model-defined built-up land state
Base_v12,RE1,2025,LAND,ENV_LAND,6,inland_water_bodies,10<sup>3</sup>km<sup>2</sup>,1.5984,activity(ENV_LAND mode 6),Land-cover area classified as water bodies
Base_v12,RE1,2025,LAND,ENV_LAND,7,cropland,10<sup>3</sup>km<sup>2</sup>,122.341,activity(ENV_LAND mode 7),Sum of the 24 modeled crop-land production options
Base_v12,RE1,2025,LAND,ENV_LAND,8,unallocated_modeled_land,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 8),Modeled total-land production less all modeled PHL_LND use; small positive or negative values inside the declared tolerance are CSV rounding
Base_v12,RE1,2026,WATER,ENV_WATER_REFERENCE,1,water_vapor_returned,10<sup>9</sup>m<sup>3</sup>,396.28869999999995,production(PHL_WTR_EVT) - ordinary use(PHL_WTR_EVT; excluding ENV_WATER),Evapotranspiration returned to the atmosphere
Base_v12,RE1,2026,WATER,ENV_WATER_REFERENCE,2,modeled_raw_groundwater_remaining,10<sup>9</sup>m<sup>3</sup>,20.51529999999997,production(PHL_WTR_GWT) - ordinary use(PHL_WTR_GWT; excluding ENV_WATER),Modeled raw groundwater production less modeled raw groundwater use; not a sustainable-yield estimate
Base_v12,RE1,2026,WATER,ENV_WATER_REFERENCE,3,modeled_raw_surface_water_remaining,10<sup>9</sup>m<sup>3</sup>,266.79560000000015,production(PHL_WTR_SUR) - ordinary use(PHL_WTR_SUR; excluding ENV_WATER),Modeled raw surface-water production less modeled raw surface-water use; not an environmental-flow reserve
Base_v12,RE1,2026,WATER_SUMMARY,ENV_WATER_REFERENCE_DERIVED,,modeled_raw_liquid_water_remaining,10<sup>9</sup>m<sup>3</sup>,287.3109000000001,ENV_WATER mode 2 modeled raw groundwater remaining + mode 3 modeled raw surface water remaining,Derived liquid-water total; excludes mode 1 water vapor
Base_v12,RE1,2026,LAND,ENV_LAND,1,forest,10<sup>3</sup>km<sup>2</sup>,169.4011,activity(ENV_LAND mode 1),Model-defined forest land state
Base_v12,RE1,2026,LAND,ENV_LAND,2,grassland,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 2),Model-defined grassland state
Base_v12,RE1,2026,LAND,ENV_LAND,3,other_land,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 3),Model-defined other land; no forest suitability is implied
Base_v12,RE1,2026,LAND,ENV_LAND,4,barren_or_savannah,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 4),Model-defined barren or savannah land state
Base_v12,RE1,2026,LAND,ENV_LAND,5,built_up_land,10<sup>3</sup>km<sup>2</sup>,0.8373,activity(ENV_LAND mode 5),Model-defined built-up land state
Base_v12,RE1,2026,LAND,ENV_LAND,6,inland_water_bodies,10<sup>3</sup>km<sup>2</sup>,1.5984,activity(ENV_LAND mode 6),Land-cover area classified as water bodies
Base_v12,RE1,2026,LAND,ENV_LAND,7,cropland,10<sup>3</sup>km<sup>2</sup>,123.9762,activity(ENV_LAND mode 7),Sum of the 24 modeled crop-land production options
Base_v12,RE1,2026,LAND,ENV_LAND,8,unallocated_modeled_land,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 8),Modeled total-land production less all modeled PHL_LND use; small positive or negative values inside the declared tolerance are CSV rounding
Base_v12,RE1,2027,WATER,ENV_WATER_REFERENCE,1,water_vapor_returned,10<sup>9</sup>m<sup>3</sup>,394.9290000000007,production(PHL_WTR_EVT) - ordinary use(PHL_WTR_EVT; excluding ENV_WATER),Evapotranspiration returned to the atmosphere
Base_v12,RE1,2027,WATER,ENV_WATER_REFERENCE,2,modeled_raw_groundwater_remaining,10<sup>9</sup>m<sup>3</sup>,20.552800000000012,production(PHL_WTR_GWT) - ordinary use(PHL_WTR_GWT; excluding ENV_WATER),Modeled raw groundwater production less modeled raw groundwater use; not a sustainable-yield estimate
Base_v12,RE1,2027,WATER,ENV_WATER_REFERENCE,3,modeled_raw_surface_water_remaining,10<sup>9</sup>m<sup>3</sup>,267.36150000000004,production(PHL_WTR_SUR) - ordinary use(PHL_WTR_SUR; excluding ENV_WATER),Modeled raw surface-water production less modeled raw surface-water use; not an environmental-flow reserve
Base_v12,RE1,2027,WATER_SUMMARY,ENV_WATER_REFERENCE_DERIVED,,modeled_raw_liquid_water_remaining,10<sup>9</sup>m<sup>3</sup>,287.9143,ENV_WATER mode 2 modeled raw groundwater remaining + mode 3 modeled raw surface water remaining,Derived liquid-water total; excludes mode 1 water vapor
Base_v12,RE1,2027,LAND,ENV_LAND,1,forest,10<sup>3</sup>km<sup>2</sup>,167.7554,activity(ENV_LAND mode 1),Model-defined forest land state
Base_v12,RE1,2027,LAND,ENV_LAND,2,grassland,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 2),Model-defined grassland state
Base_v12,RE1,2027,LAND,ENV_LAND,3,other_land,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 3),Model-defined other land; no forest suitability is implied
Base_v12,RE1,2027,LAND,ENV_LAND,4,barren_or_savannah,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 4),Model-defined barren or savannah land state
Base_v12,RE1,2027,LAND,ENV_LAND,5,built_up_land,10<sup>3</sup>km<sup>2</sup>,0.8479,activity(ENV_LAND mode 5),Model-defined built-up land state
Base_v12,RE1,2027,LAND,ENV_LAND,6,inland_water_bodies,10<sup>3</sup>km<sup>2</sup>,1.5984,activity(ENV_LAND mode 6),Land-cover area classified as water bodies
Base_v12,RE1,2027,LAND,ENV_LAND,7,cropland,10<sup>3</sup>km<sup>2</sup>,125.6114,activity(ENV_LAND mode 7),Sum of the 24 modeled crop-land production options
Base_v12,RE1,2027,LAND,ENV_LAND,8,unallocated_modeled_land,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 8),Modeled total-land production less all modeled PHL_LND use; small positive or negative values inside the declared tolerance are CSV rounding
Base_v12,RE1,2028,WATER,ENV_WATER_REFERENCE,1,water_vapor_returned,10<sup>9</sup>m<sup>3</sup>,393.5663999999996,production(PHL_WTR_EVT) - ordinary use(PHL_WTR_EVT; excluding ENV_WATER),Evapotranspiration returned to the atmosphere
Base_v12,RE1,2028,WATER,ENV_WATER_REFERENCE,2,modeled_raw_groundwater_remaining,10<sup>9</sup>m<sup>3</sup>,20.58890000000003,production(PHL_WTR_GWT) - ordinary use(PHL_WTR_GWT; excluding ENV_WATER),Modeled raw groundwater production less modeled raw groundwater use; not a sustainable-yield estimate
Base_v12,RE1,2028,WATER,ENV_WATER_REFERENCE,3,modeled_raw_surface_water_remaining,10<sup>9</sup>m<sup>3</sup>,267.8665999999999,production(PHL_WTR_SUR) - ordinary use(PHL_WTR_SUR; excluding ENV_WATER),Modeled raw surface-water production less modeled raw surface-water use; not an environmental-flow reserve
Base_v12,RE1,2028,WATER_SUMMARY,ENV_WATER_REFERENCE_DERIVED,,modeled_raw_liquid_water_remaining,10<sup>9</sup>m<sup>3</sup>,288.4554999999999,ENV_WATER mode 2 modeled raw groundwater remaining + mode 3 modeled raw surface water remaining,Derived liquid-water total; excludes mode 1 water vapor
Base_v12,RE1,2028,LAND,ENV_LAND,1,forest,10<sup>3</sup>km<sup>2</sup>,166.1096,activity(ENV_LAND mode 1),Model-defined forest land state
Base_v12,RE1,2028,LAND,ENV_LAND,2,grassland,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 2),Model-defined grassland state
Base_v12,RE1,2028,LAND,ENV_LAND,3,other_land,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 3),Model-defined other land; no forest suitability is implied
Base_v12,RE1,2028,LAND,ENV_LAND,4,barren_or_savannah,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 4),Model-defined barren or savannah land state
Base_v12,RE1,2028,LAND,ENV_LAND,5,built_up_land,10<sup>3</sup>km<sup>2</sup>,0.8585,activity(ENV_LAND mode 5),Model-defined built-up land state
Base_v12,RE1,2028,LAND,ENV_LAND,6,inland_water_bodies,10<sup>3</sup>km<sup>2</sup>,1.5984,activity(ENV_LAND mode 6),Land-cover area classified as water bodies
Base_v12,RE1,2028,LAND,ENV_LAND,7,cropland,10<sup>3</sup>km<sup>2</sup>,127.2466,activity(ENV_LAND mode 7),Sum of the 24 modeled crop-land production options
Base_v12,RE1,2028,LAND,ENV_LAND,8,unallocated_modeled_land,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 8),Modeled total-land production less all modeled PHL_LND use; small positive or negative values inside the declared tolerance are CSV rounding
Base_v12,RE1,2029,WATER,ENV_WATER_REFERENCE,1,water_vapor_returned,10<sup>9</sup>m<sup>3</sup>,392.26279999999974,production(PHL_WTR_EVT) - ordinary use(PHL_WTR_EVT; excluding ENV_WATER),Evapotranspiration returned to the atmosphere
Base_v12,RE1,2029,WATER,ENV_WATER_REFERENCE,2,modeled_raw_groundwater_remaining,10<sup>9</sup>m<sup>3</sup>,20.255399999999987,production(PHL_WTR_GWT) - ordinary use(PHL_WTR_GWT; excluding ENV_WATER),Modeled raw groundwater production less modeled raw groundwater use; not a sustainable-yield estimate
Base_v12,RE1,2029,WATER,ENV_WATER_REFERENCE,3,modeled_raw_surface_water_remaining,10<sup>9</sup>m<sup>3</sup>,267.7503999999999,production(PHL_WTR_SUR) - ordinary use(PHL_WTR_SUR; excluding ENV_WATER),Modeled raw surface-water production less modeled raw surface-water use; not an environmental-flow reserve
Base_v12,RE1,2029,WATER_SUMMARY,ENV_WATER_REFERENCE_DERIVED,,modeled_raw_liquid_water_remaining,10<sup>9</sup>m<sup>3</sup>,288.0057999999999,ENV_WATER mode 2 modeled raw groundwater remaining + mode 3 modeled raw surface water remaining,Derived liquid-water total; excludes mode 1 water vapor
Base_v12,RE1,2029,LAND,ENV_LAND,1,forest,10<sup>3</sup>km<sup>2</sup>,164.4588,activity(ENV_LAND mode 1),Model-defined forest land state
Base_v12,RE1,2029,LAND,ENV_LAND,2,grassland,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 2),Model-defined grassland state
Base_v12,RE1,2029,LAND,ENV_LAND,3,other_land,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 3),Model-defined other land; no forest suitability is implied
Base_v12,RE1,2029,LAND,ENV_LAND,4,barren_or_savannah,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 4),Model-defined barren or savannah land state
Base_v12,RE1,2029,LAND,ENV_LAND,5,built_up_land,10<sup>3</sup>km<sup>2</sup>,0.869,activity(ENV_LAND mode 5),Model-defined built-up land state
Base_v12,RE1,2029,LAND,ENV_LAND,6,inland_water_bodies,10<sup>3</sup>km<sup>2</sup>,1.5984,activity(ENV_LAND mode 6),Land-cover area classified as water bodies
Base_v12,RE1,2029,LAND,ENV_LAND,7,cropland,10<sup>3</sup>km<sup>2</sup>,128.8868,activity(ENV_LAND mode 7),Sum of the 24 modeled crop-land production options
Base_v12,RE1,2029,LAND,ENV_LAND,8,unallocated_modeled_land,10<sup>3</sup>km<sup>2</sup>,0.0,activity(ENV_LAND mode 8),Modeled total-land production less all modeled PHL_LND use; small positive or negative values inside the declared tolerance are CSV rounding
Base_v12,RE1,2030,WATER,ENV_WATER_REFERENCE,1,water_vapor_returned,10<sup>9</sup>m<sup>3</sup>,390.9525999999996,production(PHL_WTR_EVT) - ordinary use(PHL_WTR_EVT; excluding ENV_WATER),Evapotranspiration returned to the atmosphere
Base_v12,RE1,2030,WATER,ENV_WATER_REFERENCE,2,modeled_raw_groundwater_remaining,10<sup>9</sup>m<sup>3</sup>,20.273000000000028,production(PHL_WTR_GWT) - ordinary use(PHL_WTR_GWT; excluding ENV_WATER),Modeled raw groundwater production less modeled raw groundwater use; not a sustainable-yield estimate
Base_v12,RE1,2030,WATER,ENV_WATER_REFERENCE,3,modeled_raw_surface_water_remaining,10<sup>9</sup>m<sup>3</sup>,269.06859999999995,production(PHL_WTR_SUR) - ordinary use(PHL_WTR_SUR; excluding ENV_WATER),Modeled raw surface-water production less modeled raw surface-water use; not an environmental-flow reserve
