change_id,date,class,description,model_objects,evidence_path,map_rows_affected,resolve_status,author,commit,notes
CHG_PHL_V16_CANONICAL_MIGRATION,2026-08-05,A,Created the identity-only Philippines v16 canonical package and compact result-free portable case.,Philippines_v16; muio/Philippines_v16_v16.0.0_MUIO.zip,calculation_notes/philippines_v16_migration_2026-08-05.md,,objective_unchanged,Codex,,Model parameters unchanged; complete v15 provenance and retained evidence carried forward; MAP_PHL_V16_CANONICAL_PACKAGE records the active package.
CHG_PHL_V16_WATER_DEMAND_20260807,2026-08-07,B,"Converted crop-water intensities to gross diversion, rebuilt delivered public-water demand from population and per-capita use, represented NRW, and added pumping electricity to the two existing groundwater routes.",genData.json; RYTCM.json; RYC.json,calculation_notes/water_demand_v16_2026-08-07.md,MAP_PHL_V16_CANONICAL_PACKAGE;MAP_PHL_V16_GROSS_IRRIGATION_IAR;MAP_PHL_V16_PUBLIC_DEMAND;MAP_PHL_V16_PUBLIC_NRW_OAR;MAP_PHL_V16_GWT_ELECTRICITY_STRUCTURE;MAP_PHL_V16_GWT_ELECTRICITY_IAR,resolved,Codex,28e5ff933d99867e261c8e04d42eb081079648b9,No new commodity technology UDC share activity bound or irrigated-area target; approximately 1.7 Mha remains a benchmark only.
CHG_PHL_V16_IRRIGATED_RICE_20260807,2026-08-07,B,"Initialized observed rainfed and irrigated rice-system capacity, calibrated effective annual rice productivity and production cost by water regime, and corrected the marginal cost of new irrigation.",RYT.json; RYTCM.json; RYTM.json,calculation_notes/irrigated_rice_v16_2026-08-07.md,MAP_PHL_V16_RICE_INITIAL_STOCK;MAP_PHL_V16_RICE_OAR;MAP_PHL_V16_RICE_VC;MAP_PHL_V16_IRRIGATION_CC,resolved,Codex,28e5ff933d99867e261c8e04d42eb081079648b9,No demand lower bound share UDC activity pin commodity or technology was added; BASE selects 2.006 Mha voluntarily and adds zero new irrigated capacity.
CHG_PHL_V16_IRRIGATION_COST_LIFE_20260807,2026-08-07,B,Replaced the regional PHP250000/ha screening ceiling with the DA-PRDP PHP300000/ha indicative cost and changed new irrigated-rice capacity life from 15 to 30 years.,RT.json; RYT.json,calculation_notes/irrigated_rice_v16_2026-08-07.md,MAP_PHL_V16_IRRIGATION_CC;MAP_PHL_V16_IRRIGATION_OL,implemented_not_run,Codex,28e5ff933d99867e261c8e04d42eb081079648b9,No constraint or model object was added; the user will run the model separately and the previously recorded result predates this refinement.
CHG_PHL_V16_CROP_YIELDS_20260811,2026-08-11,B,Replaced inherited absolute GAEZ attainable-potential crop OARs with unit-matched 2020 national achieved yields; resolved fresh-cane and retained-vegetable-aggregate definitions; preserved rice PHP/kg costs; and refined rainfed rice stock precision.,genData.json; RYT.json; RYTCM.json; RYTM.json,calculation_notes/crop_yields_v16_2026-08-11.md,MAP_PHL_V16_RICE_INITIAL_STOCK;MAP_PHL_V16_RICE_OAR;MAP_PHL_V16_RICE_VC;MAP_PHL_V16_LIVE_SOURCE;MAP_PHL_V16_CROP_OAR_RICE_IRRIGATED;MAP_PHL_V16_CROP_OAR_RICE_RAINFED;MAP_PHL_V16_CROP_OAR_CORN;MAP_PHL_V16_CROP_OAR_COCONUT;MAP_PHL_V16_CROP_OAR_SUGARCANE;MAP_PHL_V16_CROP_OAR_VEGETABLES;MAP_PHL_V16_CROP_OAR_OTHER;MAP_PHL_V16_CROP_RICE_CAPACITY;MAP_PHL_V16_CROP_RICE_VC;MAP_PHL_V16_CROP_DEFINITIONS;MAP_PHL_V16_LIVE_SOURCE_20260811,resolved,Codex,4c990af4fefcd1e7887eabf5037f46edc5a032b2,Data-only non-forcing repair: no technology commodity mode demand activity/share bound or UDC changed; disposable and regenerated live BASE runs both solved optimally and all candidate and live checks passed.
CHG_PHL_V16_LAND_WATER_BOUNDARIES_20260811,2026-08-11,A,"Added AQUASTAT gross/net boundary records, corrected the historical 51 percent pairing, documented the whole-coconut-versus-copra mass boundary, and updated the calibration handoff.",SOURCES.csv; CALCULATIONS.csv; ASSUMPTIONS.csv; MODEL_MAP.csv; GAPS.csv; CHANGES.csv; documentation,calculation_notes/land_water_boundaries_v16_2026-08-11.md,,objective_unchanged,Codex,627f6cdb0b222c580685f63f5d2d0f219d390ed3,Provenance and documentation only. Benchmark and product-boundary metadata mappings were added without changing model values. No model source JSON generated solver input equation constraint activity result or demand changed.
CHG_PHL_V16_ENERGY_INPUTS_20260811,2026-08-11,B,"Corrected renewable technology naming, replaced the offshore-wind annual capacity factor with a capacity-weighted NREL Philippine development-zone value, restored geothermal availability, and replaced the onshore-wind ceiling with the NREL/USAID screened potential.",genData.json; RYT.json; RYTTs.json,calculation_notes/energy_inputs_v16_2026-08-11.md,MAP_PHL_V16_LIVE_SOURCE_20260811;MAP_PHL_V16_RENAME_WON;MAP_PHL_V16_RENAME_WOF;MAP_PHL_V16_RENAME_SPV;MAP_PHL_V16_OFFSHORE_CF;MAP_PHL_V16_GEOTHERMAL_AF;MAP_PHL_V16_ONSHORE_TAU;MAP_PHL_V16_ENERGY_INPUT_VALIDATION;MAP_PHL_V16_ENERGY_INPUT_LIVE_VALIDATION;MAP_PHL_V16_LIVE_SOURCE_ENERGY_20260811,resolved,Codex,5edd0cf6866e4872d4b57c981787ffe6951838ef,"Non-forcing input repair: no technology IDs, commodities, demands, lower bounds, shares or user constraints changed; solved disposable and regenerated live BASE runs remained optimal."
CHG_PHL_V16_IRRIGATION_ENGINEERING_20260811,2026-08-11,B,Replaced irrigated-rice GAEZ deficit-only AGRWATPHL coefficients with crop- and cluster-specific annual gross engineering requirements including paddy saturation ponding percolation multiple cropping and delivery efficiency.,RYTCM.json IAR COM_sp9qb modes 17 and 19; no structural objects,calculation_notes/irrigation_water_engineering_v16_2026-08-11.md,MAP_PHL_V16_IRRIGATION_IAR_C01_M17;MAP_PHL_V16_IRRIGATION_IAR_C02_M17;MAP_PHL_V16_IRRIGATION_IAR_C03_M17;MAP_PHL_V16_IRRIGATION_IAR_C04_M17;MAP_PHL_V16_IRRIGATION_IAR_C05_M17;MAP_PHL_V16_IRRIGATION_IAR_C06_M17;MAP_PHL_V16_IRRIGATION_IAR_C07_M17;MAP_PHL_V16_IRRIGATION_IAR_C08_M17;MAP_PHL_V16_IRRIGATION_IAR_C01_M19;MAP_PHL_V16_IRRIGATION_IAR_C02_M19;MAP_PHL_V16_IRRIGATION_IAR_C03_M19;MAP_PHL_V16_IRRIGATION_IAR_C04_M19;MAP_PHL_V16_IRRIGATION_IAR_C05_M19;MAP_PHL_V16_IRRIGATION_IAR_C06_M19;MAP_PHL_V16_IRRIGATION_IAR_C07_M19;MAP_PHL_V16_IRRIGATION_IAR_C08_M19;MAP_PHL_V16_IRRIGATION_ENGINEERING_INPUTS;MAP_PHL_V16_IRRIGATION_ENGINEERING_VALIDATION;MAP_PHL_V16_LIVE_SOURCE_IRRIGATION_20260811;MAP_PHL_V16_IRRIGATION_ENGINEERING_LIVE_VALIDATION,resolved,Codex,28e5ff933d99867e261c8e04d42eb081079648b9,Data-only non-forcing repair; promoted live source and full-chain validation passed; no national-total scaling and no technology commodity mode demand bound share or UDC change.
CHG_PHL_V17_LAND_COVER_20260812,2026-08-12,B,"Added the reconciled PSA/NAMRIA 2020 land partition, annual national closure, idle/fallow cropland, a 2.5 thousand km2/year forest envelope capped to 80 percent of mapped brush, a true-grass reserve, central population-urbanization built-up growth, preserved other/fishpond barren and water stocks, and a 2020 cropland floor while retaining forest VC=-10.",genData.json; RYT.json; RYTM.json; RYTCM.json; ENV_LAND; MINLNDTOT; LNDOTHTOT mode 2,calculation_notes/land_cover_v17_2026-08-12.md,MAP_PHL_V17_LAND_SUPPLY_EQUALITY;MAP_PHL_V17_BASE_YEAR_CLASSES;MAP_PHL_V17_FOREST_EXPANSION_ENVELOPE;MAP_PHL_V17_GRASS_BRUSH_ENVELOPE;MAP_PHL_V17_BUILT_UP_PATH;MAP_PHL_V17_FIXED_LAND_CLASSES;MAP_PHL_V17_CROPLAND_FLOOR;MAP_PHL_V17_ZERO_UNALLOCATED;MAP_PHL_V17_IDLE_FALLOW_STRUCTURE;MAP_PHL_V17_IDLE_FALLOW_CEILING;MAP_PHL_V17_FOREST_VC_RETAINED;MAP_PHL_V17_LAND_VALIDATION,resolved,Codex,51867d9,The 80 percent cap is forest-only; crops and built-up may clear any brush above the protected true-grass floor. No technology commodity UDC or global mode added.
CHG_PHL_V18_ENERGY_INPUTS_20260812,2026-08-12,B,"Built v18 from committed v17; retained all land safeguards; installed a 0.70 geothermal ceiling, national restricted-screen onshore CF, Philippine coal capex, central SMR capex, 60-year hydro life, and separate existing domestic/LNG chronology prices and limits.",genData.json; RT.json; RYT.json; RYTM.json; RYTTs.json,calculation_notes/energy_inputs_v18_2026-08-12.md,MAP_PHL_V16_GEOTHERMAL_AF;MAP_PHL_V18_GEOTHERMAL_AF;MAP_PHL_V18_ONSHORE_CF;MAP_PHL_V18_COAL_CC;MAP_PHL_V18_SMR_CC;MAP_PHL_V18_HYDRO_OL;MAP_PHL_V18_GAS_IMPORT_TAU;MAP_PHL_V18_GAS_DOMESTIC_TAU;MAP_PHL_V18_GAS_IMPORT_VC;MAP_PHL_V18_GAS_DOMESTIC_VC,resolved,Codex,,Canonical BASE solved optimally. No technology commodity global mode user constraint demand activity floor or share was added; v17 land closure was reproduced.
