calculation_id,formula,source_ids,assumption_ids,input_calculation_ids,input_values,input_units,output_value,output_unit,script_path,script_version,notes
CALC_ENV_NONCROP_LAND,source land activity * parallel output ratio 1 = matching ENV_LAND stock use,SRC_ENV_ARTIFACTS;SRC_ENV_METHOD_RECORD,ASM_ENV_ARCHITECTURE;ASM_ENV_COMMODITY_TOLERANCE;ASM_ENV_LAND_TOLERANCE;ASM_ENV_STOCK_FLOW_TOLERANCE,,six non-crop land activities;parallel OAR=1,10^3 km2;dimensionless,ENV_LAND modes 1-6,10^3 km2,scripts/generate_environmental_land_case.py,4690597ac3511f402990b03ecfc4182f70b3850b,
CALC_ENV_CROPLAND,sum of 24 crop-land option activities * parallel output ratio 1,SRC_ENV_ARTIFACTS;SRC_ENV_METHOD_RECORD,ASM_ENV_ARCHITECTURE;ASM_ENV_COMMODITY_TOLERANCE;ASM_ENV_LAND_TOLERANCE;ASM_ENV_STOCK_FLOW_TOLERANCE,,24 crop-land activities;parallel OAR=1,10^3 km2;dimensionless,ENV_LAND mode 7,10^3 km2,scripts/generate_environmental_land_case.py,4690597ac3511f402990b03ecfc4182f70b3850b,
CALC_ENV_UNALLOCATED_LAND,production(PHL_LND) - ordinary use(PHL_LND),SRC_ENV_ARTIFACTS;SRC_ENV_METHOD_RECORD,ASM_ENV_ARCHITECTURE;ASM_ENV_COMMODITY_TOLERANCE;ASM_ENV_LAND_TOLERANCE;ASM_ENV_STOCK_FLOW_TOLERANCE,,MINLNDTOT production;original land use,10^3 km2;10^3 km2,ENV_LAND mode 8,10^3 km2,scripts/generate_environmental_land_case.py,4690597ac3511f402990b03ecfc4182f70b3850b,
CALC_ENV_NATIVE_EMISSIONS,"sum AnnualTechnologyEmission over technologies by region, emission and year",SRC_ENV_ARTIFACTS;SRC_ENV_METHOD_RECORD,ASM_ENV_ARCHITECTURE,,native AnnualTechnologyEmission rows,MT,annual CO2e and PM2_5 totals,MT,scripts/report_environmental_accounting.py,4690597ac3511f402990b03ecfc4182f70b3850b,
CALC_ENV_LAND_CLOSURE,TotalTechnologyAnnualActivity(MINLNDTOT) - TotalTechnologyAnnualActivity(ENV_LAND) = 0,SRC_ENV_ARTIFACTS;SRC_ENV_METHOD_RECORD,ASM_ENV_ARCHITECTURE;ASM_ENV_COMMODITY_TOLERANCE;ASM_ENV_LAND_TOLERANCE;ASM_ENV_STOCK_FLOW_TOLERANCE,CALC_ENV_NONCROP_LAND;CALC_ENV_CROPLAND;CALC_ENV_UNALLOCATED_LAND,land supply activity;ENV_LAND activity,10^3 km2;10^3 km2,0,10^3 km2,scripts/validate_environmental_land_case.py,4690597ac3511f402990b03ecfc4182f70b3850b,
CALC_PHL_V14_POWER_RC,"RC_v14[t,y] = RC_v13[t,y] * DOE_capacity_2020[t] / RC_v13[t,2020]",SRC_PHL_V14_DOE_EPIRA_2020;SRC_PHL_V13_CALIBRATION_RECORD,,,DOE Table 26 capacities; v13 RYT.RC profiles,model-native or source-specific; see retained v14 calculation row,Eight annual power residual-capacity profiles,model-native or source-specific; see retained v14 calculation row,,,"Question: How is official 2020 power capacity introduced without inventing plant vintages? Implementation: create_philippines_v14_stock_turnover.py::apply_power_stock_and_dispatch Checks: Official component sum, positive inherited base, exact 2020 target match"
CALC_PHL_V14_BOUND_REMOVAL,"TAL=0; TAU=999999, except renewable TAU=technical resource ceiling",SRC_PHL_V13_CALIBRATION_RECORD,,,v13 RYT.TAL/TAU; v13 post-2024 resource ceilings,model-native or source-specific; see retained v14 calculation row,Exact cells listed in PARAMETER_CHANGE_LOG.csv,model-native or source-specific; see retained v14 calculation row,,,Question: Which historical activity constraints are removed? Implementation: apply_power_stock_and_dispatch and apply_stock_groups Checks: No stock-group member has a non-default 2020 activity bound
CALC_PHL_V14_INIT_NCI,"TAMaxCI[t,2020] = 0 for recalibrated end-use and explicitly classified physical power/fuel-conversion technologies; retain inherited TAMaxCI for capacity-free pass-throughs",SRC_PHL_V14_LTO_AR_2020;SRC_PHL_V13_CALIBRATION_RECORD;SRC_PHL_V14_PSA_CPH_2020;SRC_PHL_V14_PSA_PSY_2020;SRC_PHL_V13_BASE_CAPACITY_RECORD,,,Initialization-year convention,model-native or source-specific; see retained v14 calculation row,No endogenous 2020 physical-stock addition; zero-cost sectoral electricity pass-throughs remain operable,model-native or source-specific; see retained v14 calculation row,,,Question: How is the 2020 physical stock protected without pinning activity? Implementation: apply_power_stock_and_dispatch and apply_stock_groups Checks: Explicit physical/pass-through partition covers every PHL_POW_* technology; source and generated 2020 bounds checked
CALC_PHL_V14_TECH_ADOPTION_CAP,"NCC1: NewCapacity[t,y] <= TAMaxCI[t,y] = base class adoption allowance[y] + the same technology's allowed NewCapacity[t,y-OL[t]] when that vintage retires, for every class member and year",SRC_PHL_V14_LTO_AR_2020;SRC_PHL_V13_CALIBRATION_RECORD;SRC_PHL_V14_PSA_CPH_2020;SRC_PHL_V14_PSA_PSY_2020;SRC_PHL_V13_BASE_CAPACITY_RECORD,,,Local model.v.5.4 NCC1 equation; documented replacement or registration series; UDC and permit-network runtime A/Bs; unconstrained annual activity-share diagnostic,model-native or source-specific; see retained v14 calculation row,"A full-horizon upper bound on each option's annual adoption; no TAL, TAU, fuel share or activity share is imposed",model-native or source-specific; see retained v14 calculation row,,,Question: How is rapid technology takeover limited without activity or time-limited pins? Implementation: apply_stock_groups Checks: Every member/year TAMaxCI equals the documented class series; generated NCC1 rows inspected; bounded normal-chain CBC solve
CALC_PHL_V14_HEAT_STRUCTURE,Remove COM_te2a0 and COM_pesfw and the PHL_POW_GEO_OLD→COM_te2a0 OAR only if the source graph has no other producer/consumer/constraint link and RYC/RYCTs contain no nonzero demand.,SRC_PHL_V14_DOE_EBT_PRIMER_2021;SRC_PHL_V14_IRENA_SEA_2018;SRC_PHL_V13_CALIBRATION_RECORD;SRC_PHL_V14_WGC_DIRECT_USE_2020,,,DS-MODEL-V13;DS-WGC-DIRECT-USE-2020;DS-DOE-EBT-PRIMER-2021;DS-IRENA-SEA-2018,model-native or source-specific; see retained v14 calculation row,Two stranded commodities and one nonphysical output link removed; geothermal electricity output retained.,model-native or source-specific; see retained v14 calculation row,,,Question: Should PHL_POW_HEAT remain as a geothermal coproduct? Implementation: create_philippines_v14_stock_turnover.py::remove_unused_heat_commodities Checks: Exact source-reference guard; zero-demand/profile guard; post-UpdateCase absence assertions; full matrix and CBC A/B
CALC_PHL_V14_TURN_AGR_HEAT_STOCK,validated_v13_base_total_capacity_2020 from full-precision CBC results × 1.000001 for numerical headroom,SRC_PHL_V13_CALIBRATION_RECORD;SRC_PHL_V13_BASE_CAPACITY_RECORD,,,DS-MODEL-V13;DS-V13-BASE-CAPACITY,model-native or source-specific; see retained v14 calculation row,"{""PHL_AGR_HEAT_BIOM"": 0.004023596324, ""PHL_AGR_HEAT_COAL"": 0.0, ""PHL_AGR_HEAT_ELE"": 0.0, ""PHL_AGR_HEAT_NG"": 0.326281616281, ""PHL_AGR_HEAT_OIL"": 0.038722654723}",model-native or source-specific; see retained v14 calculation row,,,Question: How is the Agriculture heat initial stock derived? Implementation: create_philippines_v14_stock_turnover.py::apply_stock_groups Checks: Demand2020=0; source and model units retained
CALC_PHL_V14_TURN_AGR_HEAT_TURN,scheduled initial-stock retirement + positive service growth / minimum class CAU + recursive replacement of allowed new-capacity vintages at operational life,SRC_PHL_V13_CALIBRATION_RECORD;SRC_PHL_V13_BASE_CAPACITY_RECORD,,,replacement=0.014761114693; service-demand series; registrations where applicable,model-native or source-specific; see retained v14 calculation row,"{""PHL_AGR_HEAT_BIOM"": {""2020"": 0.0, ""2021"": 0.014761114693, ""2022"": 0.014761114693, ""2023"": 0.014761114693, ""2024"": 0.014761114694, ""2025"": 0.014761114693, ""2026"": 0.014761114693, ""2027"": 0.014761114693, ""2028"": 0.014761114694, ""2029"": 0.014761114693, ""2030"": 0.014761114692, ""2031"": 0.014761114693, ""2032"": 0.014761114694, ""2033"": 0.014761114693, ""2034"": 0.014761114693, ""2035"": 0.014761114693, ""2036"": 0.014761114694, ""2037"": 0.014761114692, ""2038"": 0.014761114693, ""2039"": 0.014761114693, ""2040"": 0.014761114693, ""2041"": 0.014761114693, ""2042"": 0.014761114693, ""2043"": 0.014761114693, ""2044"": 0.014761114694, ""2045"": 0.014761114693, ""2046"": 0.014761114693, ""2047"": 0.014761114693, ""2048"": 0.014761114693, ""2049"": 0.014761114694, ""2050"": 0.014761114693, ""2051"": 0.014761114693, ""2052"": 0.014761114693, ""2053"": 0.014761114694}, ""PHL_AGR_HEAT_COAL"": {""2020"": 0.0, ""2021"": 0.014761114693, ""2022"": 0.014761114693, ""2023"": 0.014761114693, ""2024"": 0.014761114694, ""2025"": 0.014761114693, ""2026"": 0.014761114693, ""2027"": 0.014761114693, ""2028"": 0.014761114694, ""2029"": 0.014761114693, ""2030"": 0.014761114692, ""2031"": 0.014761114693, ""2032"": 0.014761114694, ""2033"": 0.014761114693, ""2034"": 0.014761114693, ""2035"": 0.014761114693, ""2036"": 0.014761114694, ""2037"": 0.014761114692, ""2038"": 0.014761114693, ""2039"": 0.014761114693, ""2040"": 0.014761114693, ""2041"": 0.014761114693, ""2042"": 0.014761114693, ""2043"": 0.014761114693, ""2044"": 0.014761114694, ""2045"": 0.014761114693, ""2046"": 0.014761114693, ""2047"": 0.014761114693, ""2048"": 0.014761114693, ""2049"": 0.014761114694, ""2050"": 0.014761114693, ""2051"": 0.014761114693, ""2052"": 0.014761114693, ""2053"": 0.014761114694}, ""PHL_AGR_HEAT_ELE"": {""2020"": 0.0, ""2021"": 0.014761114693, ""2022"": 0.014761114693, ""2023"": 0.014761114693, ""2024"": 0.014761114694, ""2025"": 0.014761114693, ""2026"": 0.014761114693, ""2027"": 0.014761114693, ""2028"": 0.014761114694, ""2029"": 0.014761114693, ""2030"": 0.014761114692, ""2031"": 0.014761114693, ""2032"": 0.014761114694, ""2033"": 0.014761114693, ""2034"": 0.014761114693, ""2035"": 0.014761114693, ""2036"": 0.014761114694, ""2037"": 0.014761114692, ""2038"": 0.014761114693, ""2039"": 0.014761114693, ""2040"": 0.014761114693, ""2041"": 0.029522229386, ""2042"": 0.029522229386, ""2043"": 0.029522229386, ""2044"": 0.029522229388, ""2045"": 0.029522229386, ""2046"": 0.014761114693, ""2047"": 0.014761114693, ""2048"": 0.014761114694, ""2049"": 0.014761114693, ""2050"": 0.014761114692, ""2051"": 0.014761114693, ""2052"": 0.014761114694, ""2053"": 0.014761114693}, ""PHL_AGR_HEAT_NG"": {""2020"": 0.0, ""2021"": 0.014761114693, ""2022"": 0.014761114693, ""2023"": 0.014761114693, ""2024"": 0.014761114694, ""2025"": 0.014761114693, ""2026"": 0.014761114693, ""2027"": 0.014761114693, ""2028"": 0.014761114694, ""2029"": 0.014761114693, ""2030"": 0.014761114692, ""2031"": 0.014761114693, ""2032"": 0.014761114694, ""2033"": 0.014761114693, ""2034"": 0.014761114693, ""2035"": 0.014761114693, ""2036"": 0.014761114694, ""2037"": 0.014761114692, ""2038"": 0.014761114693, ""2039"": 0.014761114693, ""2040"": 0.014761114693, ""2041"": 0.014761114693, ""2042"": 0.014761114693, ""2043"": 0.014761114693, ""2044"": 0.014761114694, ""2045"": 0.014761114693, ""2046"": 0.014761114693, ""2047"": 0.014761114693, ""2048"": 0.014761114693, ""2049"": 0.014761114694, ""2050"": 0.014761114693, ""2051"": 0.014761114693, ""2052"": 0.014761114693, ""2053"": 0.014761114694}, ""PHL_AGR_HEAT_OIL"": {""2020"": 0.0, ""2021"": 0.014761114693, ""2022"": 0.014761114693, ""2023"": 0.014761114693, ""2024"": 0.014761114694, ""2025"": 0.014761114693, ""2026"": 0.014761114693, ""2027"": 0.014761114693, ""2028"": 0.014761114694, ""2029"": 0.014761114693, ""2030"": 0.014761114692, ""2031"": 0.014761114693, ""2032"": 0.014761114694, ""2033"": 0.014761114693, ""2034"": 0.014761114693, ""2035"": 0.014761114693, ""2036"": 0.014761114694, ""2037"": 0.014761114692, ""2038"": 0.014761114693, ""2039"": 0.014761114693, ""2040"": 0.014761114693, ""2041"": 0.014761114693, ""2042"": 0.014761114693, ""2043"": 0.014761114693, ""2044"": 0.014761114694, ""2045"": 0.014761114693, ""2046"": 0.014761114693, ""2047"": 0.014761114693, ""2048"": 0.014761114693, ""2049"": 0.014761114694, ""2050"": 0.014761114693, ""2051"": 0.014761114693, ""2052"": 0.014761114693, ""2053"": 0.014761114694}}",model-native or source-specific; see retained v14 calculation row,,,Question: How is annual Agriculture heat turnover limited? Implementation: create_philippines_v14_stock_turnover.py::apply_stock_groups Checks: Every class-member TAMaxCI equals the annual series; 2020 is zero and no TAL/TAU activity limit is added
CALC_PHL_V14_TURN_INDU_LPH_STOCK,validated_v13_base_total_capacity_2020 from full-precision CBC results × 1.000001 for numerical headroom,SRC_PHL_V13_CALIBRATION_RECORD;SRC_PHL_V13_BASE_CAPACITY_RECORD,,,DS-MODEL-V13;DS-V13-BASE-CAPACITY,model-native or source-specific; see retained v14 calculation row,"{""PHL_INDU_OTHLPH_BIOM"": 0.476566846566, ""PHL_INDU_OTHLPH_COAL"": 1.167365167364, ""PHL_INDU_OTHLPH_ELE"": 0.0, ""PHL_INDU_OTHLPH_H2"": 0.0, ""PHL_INDU_OTHLPH_NG"": 0.023655523655, ""PHL_INDU_OTHLPH_OIL"": 1.622115722114}",model-native or source-specific; see retained v14 calculation row,,,Question: How is the Industry low-temperature heat initial stock derived? Implementation: create_philippines_v14_stock_turnover.py::apply_stock_groups Checks: Demand2020=0; source and model units retained
CALC_PHL_V14_TURN_INDU_LPH_TURN,scheduled initial-stock retirement + positive service growth / minimum class CAU + recursive replacement of allowed new-capacity vintages at operational life,SRC_PHL_V13_CALIBRATION_RECORD;SRC_PHL_V13_BASE_CAPACITY_RECORD,,,replacement=0.147809287609; service-demand series; registrations where applicable,model-native or source-specific; see retained v14 calculation row,"{""PHL_INDU_OTHLPH_BIOM"": {""2020"": 0.0, ""2021"": 0.147809287609, ""2022"": 0.147809287608, ""2023"": 0.14780928761, ""2024"": 0.147809287608, ""2025"": 0.14780928761, ""2026"": 0.147809287609, ""2027"": 0.147809287609, ""2028"": 0.147809287609, ""2029"": 0.147809287609, ""2030"": 0.14780928761, ""2031"": 0.147809287609, ""2032"": 0.147809287608, ""2033"": 0.147809287609, ""2034"": 0.147809287611, ""2035"": 0.147809287607, ""2036"": 0.14780928761, ""2037"": 0.14780928761, ""2038"": 0.147809287608, ""2039"": 0.14780928761, ""2040"": 0.147809287609, ""2041"": 0.066703501503, ""2042"": 0.066703501503, ""2043"": 0.066703501505, ""2044"": 0.066703501502, ""2045"": 0.066703501504, ""2046"": 0.147809287609, ""2047"": 0.147809287608, ""2048"": 0.14780928761, ""2049"": 0.147809287608, ""2050"": 0.14780928761, ""2051"": 0.147809287609, ""2052"": 0.147809287609, ""2053"": 0.147809287609}, ""PHL_INDU_OTHLPH_COAL"": {""2020"": 0.0, ""2021"": 0.147809287609, ""2022"": 0.147809287608, ""2023"": 0.14780928761, ""2024"": 0.147809287608, ""2025"": 0.14780928761, ""2026"": 0.147809287609, ""2027"": 0.147809287609, ""2028"": 0.147809287609, ""2029"": 0.147809287609, ""2030"": 0.14780928761, ""2031"": 0.147809287609, ""2032"": 0.147809287608, ""2033"": 0.147809287609, ""2034"": 0.147809287611, ""2035"": 0.147809287607, ""2036"": 0.14780928761, ""2037"": 0.14780928761, ""2038"": 0.147809287608, ""2039"": 0.14780928761, ""2040"": 0.147809287609, ""2041"": 0.066703501503, ""2042"": 0.066703501503, ""2043"": 0.066703501505, ""2044"": 0.066703501502, ""2045"": 0.066703501504, ""2046"": 0.147809287609, ""2047"": 0.147809287608, ""2048"": 0.14780928761, ""2049"": 0.147809287608, ""2050"": 0.14780928761, ""2051"": 0.147809287609, ""2052"": 0.147809287609, ""2053"": 0.147809287609}, ""PHL_INDU_OTHLPH_ELE"": {""2020"": 0.0, ""2021"": 0.147809287609, ""2022"": 0.147809287608, ""2023"": 0.14780928761, ""2024"": 0.147809287608, ""2025"": 0.14780928761, ""2026"": 0.147809287609, ""2027"": 0.147809287609, ""2028"": 0.147809287609, ""2029"": 0.147809287609, ""2030"": 0.14780928761, ""2031"": 0.147809287609, ""2032"": 0.147809287608, ""2033"": 0.147809287609, ""2034"": 0.147809287611, ""2035"": 0.147809287607, ""2036"": 0.14780928761, ""2037"": 0.14780928761, ""2038"": 0.147809287608, ""2039"": 0.14780928761, ""2040"": 0.147809287609, ""2041"": 0.066703501503, ""2042"": 0.066703501503, ""2043"": 0.066703501505, ""2044"": 0.066703501502, ""2045"": 0.066703501504, ""2046"": 0.147809287609, ""2047"": 0.147809287608, ""2048"": 0.14780928761, ""2049"": 0.147809287608, ""2050"": 0.14780928761, ""2051"": 0.147809287609, ""2052"": 0.147809287609, ""2053"": 0.147809287609}, ""PHL_INDU_OTHLPH_H2"": {""2020"": 0.0, ""2021"": 0.147809287609, ""2022"": 0.147809287608, ""2023"": 0.14780928761, ""2024"": 0.147809287608, ""2025"": 0.14780928761, ""2026"": 0.147809287609, ""2027"": 0.147809287609, ""2028"": 0.147809287609, ""2029"": 0.147809287609, ""2030"": 0.14780928761, ""2031"": 0.147809287609, ""2032"": 0.147809287608, ""2033"": 0.147809287609, ""2034"": 0.147809287611, ""2035"": 0.147809287607, ""2036"": 0.14780928761, ""2037"": 0.14780928761, ""2038"": 0.147809287608, ""2039"": 0.14780928761, ""2040"": 0.147809287609, ""2041"": 0.066703501503, ""2042"": 0.066703501503, ""2043"": 0.066703501505, ""2044"": 0.066703501502, ""2045"": 0.066703501504, ""2046"": 0.147809287609, ""2047"": 0.147809287608, ""2048"": 0.14780928761, ""2049"": 0.147809287608, ""2050"": 0.14780928761, ""2051"": 0.147809287609, ""2052"": 0.147809287609, ""2053"": 0.147809287609}, ""PHL_INDU_OTHLPH_NG"": {""2020"": 0.0, ""2021"": 0.147809287609, ""2022"": 0.147809287608, ""2023"": 0.14780928761, ""2024"": 0.147809287608, ""2025"": 0.14780928761, ""2026"": 0.147809287609, ""2027"": 0.147809287609, ""2028"": 0.147809287609, ""2029"": 0.147809287609, ""2030"": 0.14780928761, ""2031"": 0.147809287609, ""2032"": 0.147809287608, ""2033"": 0.147809287609, ""2034"": 0.147809287611, ""2035"": 0.147809287607, ""2036"": 0.14780928761, ""2037"": 0.14780928761, ""2038"": 0.147809287608, ""2039"": 0.14780928761, ""2040"": 0.147809287609, ""2041"": 0.066703501503, ""2042"": 0.066703501503, ""2043"": 0.066703501505, ""2044"": 0.066703501502, ""2045"": 0.066703501504, ""2046"": 0.147809287609, ""2047"": 0.147809287608, ""2048"": 0.14780928761, ""2049"": 0.147809287608, ""2050"": 0.14780928761, ""2051"": 0.147809287609, ""2052"": 0.147809287609, ""2053"": 0.147809287609}, ""PHL_INDU_OTHLPH_OIL"": {""2020"": 0.0, ""2021"": 0.147809287609, ""2022"": 0.147809287608, ""2023"": 0.14780928761, ""2024"": 0.147809287608, ""2025"": 0.14780928761, ""2026"": 0.147809287609, ""2027"": 0.147809287609, ""2028"": 0.147809287609, ""2029"": 0.147809287609, ""2030"": 0.14780928761, ""2031"": 0.147809287609, ""2032"": 0.147809287608, ""2033"": 0.147809287609, ""2034"": 0.147809287611, ""2035"": 0.147809287607, ""2036"": 0.14780928761, ""2037"": 0.14780928761, ""2038"": 0.147809287608, ""2039"": 0.14780928761, ""2040"": 0.147809287609, ""2041"": 0.214512789112, ""2042"": 0.214512789111, ""2043"": 0.214512789115, ""2044"": 0.21451278911, ""2045"": 0.214512789114, ""2046"": 0.147809287609, ""2047"": 0.147809287609, ""2048"": 0.147809287609, ""2049"": 0.147809287609, ""2050"": 0.14780928761, ""2051"": 0.147809287609, ""2052"": 0.147809287608, ""2053"": 0.147809287609}}",model-native or source-specific; see retained v14 calculation row,,,Question: How is annual Industry low-temperature heat turnover limited? Implementation: create_philippines_v14_stock_turnover.py::apply_stock_groups Checks: Every class-member TAMaxCI equals the annual series; 2020 is zero and no TAL/TAU activity limit is added
CALC_PHL_V14_TURN_INDU_HPH_STOCK,validated_v13_base_total_capacity_2020 from full-precision CBC results × 1.000001 for numerical headroom,SRC_PHL_V13_CALIBRATION_RECORD;SRC_PHL_V13_BASE_CAPACITY_RECORD,,,DS-MODEL-V13;DS-V13-BASE-CAPACITY,model-native or source-specific; see retained v14 calculation row,"{""PHL_INDU_OTHHPH_BIOM"": 0.476566846566, ""PHL_INDU_OTHHPH_BIOM_CCS"": 0.0, ""PHL_INDU_OTHHPH_COAL"": 1.167365167364, ""PHL_INDU_OTHHPH_COAL_CCS"": 0.0, ""PHL_INDU_OTHHPH_H2"": 0.0, ""PHL_INDU_OTHHPH_NG"": 0.023655523655, ""PHL_INDU_OTHHPH_NG_CCS"": 0.0, ""PHL_INDU_OTHHPH_OIL"": 1.622115722114}",model-native or source-specific; see retained v14 calculation row,,,Question: How is the Industry high-temperature heat initial stock derived? Implementation: create_philippines_v14_stock_turnover.py::apply_stock_groups Checks: Demand2020=0; source and model units retained
