block,technology,technology_id,mode,years,value_before,value_after,method,source_ids,confidence
crop,LNDAGRPHLC05,TEC_1ky0a,2,34,0.0001,26.304081960563153,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC05,TEC_1ky0a,16,34,0.0001,26.304081960563153,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC06,TEC_oeqz2,2,34,0.0001,26.304081960563153,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC06,TEC_oeqz2,16,34,0.0001,26.304081960563153,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC07,TEC_72dqm,2,34,0.0001,26.304081960563153,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC07,TEC_72dqm,16,34,0.0001,26.304081960563153,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC08,TEC_xaiae,2,34,0.0001,26.304081960563153,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC08,TEC_xaiae,16,34,0.0001,26.304081960563153,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC01,TEC_ibnh8,8,34,0.0001,28.09839249022884,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC01,TEC_ibnh8,20,34,0.0001,28.09839249022884,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC02,TEC_9lvqs,8,34,0.0001,28.09839249022884,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC02,TEC_9lvqs,20,34,0.0001,28.09839249022884,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC03,TEC_3mwof,8,34,0.0001,28.09839249022884,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC03,TEC_3mwof,20,34,0.0001,28.09839249022884,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC04,TEC_ckkki,8,34,0.0001,28.09839249022884,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC04,TEC_ckkki,20,34,0.0001,28.09839249022884,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC05,TEC_1ky0a,8,34,0.0001,28.09839249022884,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC05,TEC_1ky0a,20,34,0.0001,28.09839249022884,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC06,TEC_oeqz2,8,34,0.0001,28.09839249022884,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC06,TEC_oeqz2,20,34,0.0001,28.09839249022884,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC07,TEC_72dqm,8,34,0.0001,28.09839249022884,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC07,TEC_72dqm,20,34,0.0001,28.09839249022884,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC08,TEC_xaiae,8,34,0.0001,28.09839249022884,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC08,TEC_xaiae,20,34,0.0001,28.09839249022884,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC01,TEC_ibnh8,7,34,0.0001,35.686942553639874,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC01,TEC_ibnh8,10,34,0.0001,35.686942553639874,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC02,TEC_9lvqs,7,34,0.0001,35.686942553639874,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC02,TEC_9lvqs,10,34,0.0001,35.686942553639874,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC03,TEC_3mwof,7,34,0.0001,35.686942553639874,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC03,TEC_3mwof,10,34,0.0001,35.686942553639874,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC04,TEC_ckkki,7,34,0.0001,35.686942553639874,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC04,TEC_ckkki,10,34,0.0001,35.686942553639874,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC05,TEC_1ky0a,7,34,0.0001,35.686942553639874,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC05,TEC_1ky0a,10,34,0.0001,35.686942553639874,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC06,TEC_oeqz2,7,34,0.0001,35.686942553639874,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC06,TEC_oeqz2,10,34,0.0001,35.686942553639874,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC07,TEC_72dqm,7,34,0.0001,35.686942553639874,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC07,TEC_72dqm,10,34,0.0001,35.686942553639874,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC08,TEC_xaiae,7,34,0.0001,35.686942553639874,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC08,TEC_xaiae,10,34,0.0001,35.686942553639874,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC01,TEC_ibnh8,4,34,0.0001,38.12129692082797,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC01,TEC_ibnh8,15,34,0.0001,38.12129692082797,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC02,TEC_9lvqs,4,34,0.0001,38.12129692082797,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC02,TEC_9lvqs,15,34,0.0001,38.12129692082797,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC03,TEC_3mwof,4,34,0.0001,38.12129692082797,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC03,TEC_3mwof,15,34,0.0001,38.12129692082797,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC04,TEC_ckkki,4,34,0.0001,38.12129692082797,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC04,TEC_ckkki,15,34,0.0001,38.12129692082797,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC05,TEC_1ky0a,4,34,0.0001,38.12129692082797,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC05,TEC_1ky0a,15,34,0.0001,38.12129692082797,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC06,TEC_oeqz2,4,34,0.0001,38.12129692082797,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC06,TEC_oeqz2,15,34,0.0001,38.12129692082797,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC07,TEC_72dqm,4,34,0.0001,38.12129692082797,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC07,TEC_72dqm,15,34,0.0001,38.12129692082797,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC08,TEC_xaiae,4,34,0.0001,38.12129692082797,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC08,TEC_xaiae,15,34,0.0001,38.12129692082797,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC01,TEC_ibnh8,21,34,0.0001,116.61759641469551,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC01,TEC_ibnh8,22,34,0.0001,116.61759641469551,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC02,TEC_9lvqs,21,34,0.0001,116.61759641469551,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC02,TEC_9lvqs,22,34,0.0001,116.61759641469551,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC03,TEC_3mwof,21,34,0.0001,116.61759641469551,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC03,TEC_3mwof,22,34,0.0001,116.61759641469551,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC04,TEC_ckkki,21,34,0.0001,116.61759641469551,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC04,TEC_ckkki,22,34,0.0001,116.61759641469551,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC05,TEC_1ky0a,21,34,0.0001,116.61759641469551,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC05,TEC_1ky0a,22,34,0.0001,116.61759641469551,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC06,TEC_oeqz2,21,34,0.0001,116.61759641469551,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC06,TEC_oeqz2,22,34,0.0001,116.61759641469551,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC07,TEC_72dqm,21,34,0.0001,116.61759641469551,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC07,TEC_72dqm,22,34,0.0001,116.61759641469551,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC08,TEC_xaiae,21,34,0.0001,116.61759641469551,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC08,TEC_xaiae,22,34,0.0001,116.61759641469551,Claude crop proposal x PSA irrigated net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC01,TEC_ibnh8,23,34,0.0001,124.57256635072713,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC01,TEC_ibnh8,24,34,0.0001,124.57256635072713,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC02,TEC_9lvqs,23,34,0.0001,124.57256635072713,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC02,TEC_9lvqs,24,34,0.0001,124.57256635072713,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC03,TEC_3mwof,23,34,0.0001,124.57256635072713,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
crop,LNDAGRPHLC03,TEC_3mwof,24,34,0.0001,124.57256635072713,Claude crop proposal x PSA rainfed net-cash/total-cost share,SRC_VC_PSA_T51_2021;SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022,MEDIUM
